cluster_id,canonical_name,canon_id,basis,flag,death,tabaqa,n_entries,n_books,books,variant_names,members
26681,مثنى بن سعيد أبو سعيد الضبعي البصري القصير الذراع القاسم (6) رأى أنسا وأبا مجلز وقتادة روى عنه مسلم وابن مهدي، يقال نزل ضبيعة ولم يكن منهم,,name,ok,,,1,1,tarikh_kabir_bukhari,مثنى بن سعيد أبو سعيد الضبعي البصري القصير الذراع القاسم (6) رأى أنسا وأبا مجلز وقتادة روى عنه مسلم وابن مهدي، يقال نزل ضبيعة ولم يكن منهم,tarikh_kabir_bukhari:
26682,مثنى بن سعيد (1) أبو غفار البصري عن أبي قلابة وأبي تميمة (وأبي الشعثاء - 2) روى عنه عيسى بن يونس,,name,ok,,,1,1,tarikh_kabir_bukhari,مثنى بن سعيد (1) أبو غفار البصري عن أبي قلابة وأبي تميمة (وأبي الشعثاء - 2) روى عنه عيسى بن يونس,tarikh_kabir_bukhari:
26683,مثنى بن بكر أراه أبو جابر العبدي سمع أشعث بن سليم العجلي عن أبيه رأى أبا موسى يمسح على نعليه وسمع داود بن أبي هند,,name,ok,,,1,1,tarikh_kabir_bukhari,مثنى بن بكر أراه أبو جابر العبدي سمع أشعث بن سليم العجلي عن أبيه رأى أبا موسى يمسح على نعليه وسمع داود بن أبي هند,tarikh_kabir_bukhari:
26684,مثنى بن صالح عن جدته مارية خادم النبي صلى الله عليه وسلم روى عنه أبو بكر بن عياش,,name,ok,,,1,1,tarikh_kabir_bukhari,مثنى بن صالح عن جدته مارية خادم النبي صلى الله عليه وسلم روى عنه أبو بكر بن عياش,tarikh_kabir_bukhari:
26685,مثنى بن عبد الرحمن (أبو عبد الله، - 4) الخزاعي عن أمية بن مخشي روى عنه جابر بن صبح,,name,ok,,,1,1,tarikh_kabir_bukhari,مثنى بن عبد الرحمن (أبو عبد الله، - 4) الخزاعي عن أمية بن مخشي روى عنه جابر بن صبح,tarikh_kabir_bukhari:
26686,مثنى بن عوف (العنزي - 4) البصري عن أبي عبد الله الجسري، أبو منصور كناه يعقوب,,name,ok,,,1,1,tarikh_kabir_bukhari,مثنى بن عوف (العنزي - 4) البصري عن أبي عبد الله الجسري، أبو منصور كناه يعقوب,tarikh_kabir_bukhari:
26687,مثنى بن صباح أبو عبد الله كناه الثوري يروي عن عطاء وعمرو بن شعيب قال يحيى القطان لم يترك المثنى من اجل عمرو ابن شعيب ولكن كان منه اختلاط,,name,ok,,,1,1,tarikh_kabir_bukhari,مثنى بن صباح أبو عبد الله كناه الثوري يروي عن عطاء وعمرو بن شعيب قال يحيى القطان لم يترك المثنى من اجل عمرو ابن شعيب ولكن كان منه اختلاط,tarikh_kabir_bukhari:
26688,مثنى بن مازن (1) أبو المنازل العبدي أحد بني غنم عن الأشج روى عنه الحجاج بن حسان,,name,ok,,,1,1,tarikh_kabir_bukhari,مثنى بن مازن (1) أبو المنازل العبدي أحد بني غنم عن الأشج روى عنه الحجاج بن حسان,tarikh_kabir_bukhari:
26689,مثنى بن معاذ بن معاذ العنبري عن أبيه,,name,ok,,,1,1,tarikh_kabir_bukhari,مثنى بن معاذ بن معاذ العنبري عن أبيه,tarikh_kabir_bukhari:
26690,مثنى بن دينار القطان (2) يروي عن عبد العزيز (3) عن أنس عن النبي صلى الله عليه وسلم أنه سئل عن الساعة,,name,ok,,,1,1,tarikh_kabir_bukhari,مثنى بن دينار القطان (2) يروي عن عبد العزيز (3) عن أنس عن النبي صلى الله عليه وسلم أنه سئل عن الساعة,tarikh_kabir_bukhari:
26691,مسعود بن حراش (1) له صحبة قال (لى - 2) اسحاق ارنا أبو أسامة قال حدثني طلحة بن يحيى قال أخبرني أبو بردة (3) عن مسعود بن حراش (1) قال بينا أنا أطوف بين الصفا والمروة إذا أناس كثير يتبعون إنسانا فتى شابا موثقا يده إلى عنقه قلت ما شأنه؟ قالوا,,name,ok,,,1,1,tarikh_kabir_bukhari,مسعود بن حراش (1) له صحبة قال (لى - 2) اسحاق ارنا أبو أسامة قال حدثني طلحة بن يحيى قال أخبرني أبو بردة (3) عن مسعود بن حراش (1) قال بينا أنا أطوف بين الصفا والمروة إذا أناس كثير يتبعون إنسانا فتى شابا موثقا يده إلى عنقه قلت ما شأنه؟ قالوا,tarikh_kabir_bukhari:
26692,مسعود بن الأسود (له صحبة - 6) روى زهير ومحمد بن سلمة عن محمد بن إسحاق عن محمد بن طلحة بن يزيد (7) عن عمته عائشة بنت مسعود عن ابيها (وقال جرير بن,,name,ok,,,1,1,tarikh_kabir_bukhari,مسعود بن الأسود (له صحبة - 6) روى زهير ومحمد بن سلمة عن محمد بن إسحاق عن محمد بن طلحة بن يزيد (7) عن عمته عائشة بنت مسعود عن ابيها (وقال جرير بن,tarikh_kabir_bukhari:
26693,مسعود غلام (جد - 3) سفيان بن فروة، قال خليفة بن خياط نا زيد بن حباب قال نا أفلح بن سعيد الأنصاري قال حدثني بريدة بن سفيان بن فروة عن غلام لجده (4) يقال له مسعود,,name,ok,,,1,1,tarikh_kabir_bukhari,مسعود غلام (جد - 3) سفيان بن فروة، قال خليفة بن خياط نا زيد بن حباب قال نا أفلح بن سعيد الأنصاري قال حدثني بريدة بن سفيان بن فروة عن غلام لجده (4) يقال له مسعود,tarikh_kabir_bukhari:
26694,مسعود بن علي سمع عكرمة، مرسل، روى عنه يحيى القطان وقال لم يكن به بأس,,name,ok,,,1,1,tarikh_kabir_bukhari,مسعود بن علي سمع عكرمة، مرسل، روى عنه يحيى القطان وقال لم يكن به بأس,tarikh_kabir_bukhari:
26695,مسعود بن مالك بن معبد مولى سعيد بن جبير الأسدي سمع سعيد بن جبير سمع منه صالح بن حيان,,name,ok,,,1,1,tarikh_kabir_bukhari,مسعود بن مالك بن معبد مولى سعيد بن جبير الأسدي سمع سعيد بن جبير سمع منه صالح بن حيان,tarikh_kabir_bukhari:
26696,مسعود بن سعد الجعفي أبو سعد (3) يعد في الكوفيين، قال يحيى بن آدم وكان مسعود من خيار عباد الله وكان ابن عم أبي خيثمة، كناه أبو نعيم,,name,ok,,,1,1,tarikh_kabir_bukhari,مسعود بن سعد الجعفي أبو سعد (3) يعد في الكوفيين، قال يحيى بن آدم وكان مسعود من خيار عباد الله وكان ابن عم أبي خيثمة، كناه أبو نعيم,tarikh_kabir_bukhari:
26697,مسعود أبو رزين الأسدي، كوفي، قال يحيى القطان حدثنا أبو بكر السراج قال كان أبو رزين أكبر من أبي وائل قال يحيى وكان عالما بهما,,name,ok,,,1,1,tarikh_kabir_bukhari,مسعود أبو رزين الأسدي، كوفي، قال يحيى القطان حدثنا أبو بكر السراج قال كان أبو رزين أكبر من أبي وائل قال يحيى وكان عالما بهما,tarikh_kabir_bukhari:
26698,مسعود بن الحكم (1) عن أبيه عن علي,,name,ok,,,1,1,tarikh_kabir_bukhari,مسعود بن الحكم (1) عن أبيه عن علي,tarikh_kabir_bukhari:
26699,مسعود بن الحكم الزرقي (الأنصاري - 2) يعد في أهل المدينة سمع عليا روى عنه نافع (3) بن جبير ومحمد بن المنكدر وابنه,,name,ok,,,1,1,tarikh_kabir_bukhari,مسعود بن الحكم الزرقي (الأنصاري - 2) يعد في أهل المدينة سمع عليا روى عنه نافع (3) بن جبير ومحمد بن المنكدر وابنه,tarikh_kabir_bukhari:
26700,مسعود بن واصل عن (4) النهاس بن قهم,52773,canon,ok,,,1,1,tarikh_kabir_bukhari,مسعود بن واصل عن (4) النهاس بن قهم,tarikh_kabir_bukhari:
26701,مهدي المحاربي قاله ابن مهدي، وقال سليمان بن حرب عن حوشب عن مهدي الهجري (6) عن عكرمة عن أبي هريرة,,name,ok,,,1,1,tarikh_kabir_bukhari,مهدي المحاربي قاله ابن مهدي، وقال سليمان بن حرب عن حوشب عن مهدي الهجري (6) عن عكرمة عن أبي هريرة,tarikh_kabir_bukhari:
26702,مهدي بن أبي مهدي العبدي روى عنه عبد المؤمن,,name,ok,,,1,1,tarikh_kabir_bukhari,مهدي بن أبي مهدي العبدي روى عنه عبد المؤمن,tarikh_kabir_bukhari:
26703,مهدي بن ميمون أبو يحيى البصري مات سنة ثنتين وسبعين (1) ومائة قاله محمد بن محبوب سمع ابن سيرين وغيلان (2) ابن جرير، روى عنه ابن المبارك ووكيع وأبو الوليد، يقال مولى,,name,ok,,,1,1,tarikh_kabir_bukhari,مهدي بن ميمون أبو يحيى البصري مات سنة ثنتين وسبعين (1) ومائة قاله محمد بن محبوب سمع ابن سيرين وغيلان (2) ابن جرير، روى عنه ابن المبارك ووكيع وأبو الوليد، يقال مولى,tarikh_kabir_bukhari:
26704,مهدي بن الوليد بن عامر اليزني عن أبيه، روى عنه بقية,,name,ok,,,1,1,tarikh_kabir_bukhari,مهدي بن الوليد بن عامر اليزني عن أبيه، روى عنه بقية,tarikh_kabir_bukhari:
26705,مهدي بن هلال البصري قال عبيد الله سمعت يحيى (ابن سعيد - 4) القطان يقول مهدي غير ثقة، أبو عبد الله,,name,ok,,,1,1,tarikh_kabir_bukhari,مهدي بن هلال البصري قال عبيد الله سمعت يحيى (ابن سعيد - 4) القطان يقول مهدي غير ثقة، أبو عبد الله,tarikh_kabir_bukhari:
26706,مهدي بن حفص وكان ببغداد سمع أبا الأحوص سلام,,name,ok,,,1,1,tarikh_kabir_bukhari,مهدي بن حفص وكان ببغداد سمع أبا الأحوص سلام,tarikh_kabir_bukhari:
26707,مهدي بن عبد الله سمع محمد بن جابر واسمعيل بن جعفر اظنه بغداديا,,name,ok,,,1,1,tarikh_kabir_bukhari,مهدي بن عبد الله سمع محمد بن جابر واسمعيل بن جعفر اظنه بغداديا,tarikh_kabir_bukhari:
26708,مبارك بن حسان البصري قاله العنقزي سمع عطاء روى عنه الثوري وعبيد الله بن موسى وموسى بن اسمعيل، قال أبو نعيم عن سفيان عن مبارك بن حسان عن معاوية بن قرة (على شاكلته) قال على نيته، وقال وكيع نا أبو يونس هو مبارك بن حسان سمع الحسن,,name,ok,,,1,1,tarikh_kabir_bukhari,مبارك بن حسان البصري قاله العنقزي سمع عطاء روى عنه الثوري وعبيد الله بن موسى وموسى بن اسمعيل، قال أبو نعيم عن سفيان عن مبارك بن حسان عن معاوية بن قرة (على شاكلته) قال على نيته، وقال وكيع نا أبو يونس هو مبارك بن حسان سمع الحسن,tarikh_kabir_bukhari:
26709,مبارك بن فضالة بن أبي أمية مولى عمر بن الخطاب (1) القرشي البصري (سمع الحسن - 2) وعبيد الله بن عمر,,name,ok,,,1,1,tarikh_kabir_bukhari,مبارك بن فضالة بن أبي أمية مولى عمر بن الخطاب (1) القرشي البصري (سمع الحسن - 2) وعبيد الله بن عمر,tarikh_kabir_bukhari:
26710,مبارك بن سعيد بن مسروق أبو عبد الرحمن أخو سفيان الثوري، الأعمى كان يكون ببغداد أصله كوفي، روى عنه عبد الله بن المبارك وهاشم بن القاسم ويحيى بن يحيى، قال علي بن أبي هاشم نا مبارك بن سعيد سمع أباه عن أيوب بن كريز عن عبد الرحمن بن غنم عن معاذ بن جبل عن النبي صلى الله عليه وسلم قال رأس الأمر الإسلام وعموده الصلاة وذروته الجهاد والصيام جنة والصدقة تطفئ الخطايا,,name,ok,,,1,1,tarikh_kabir_bukhari,مبارك بن سعيد بن مسروق أبو عبد الرحمن أخو سفيان الثوري، الأعمى كان يكون ببغداد أصله كوفي، روى عنه عبد الله بن المبارك وهاشم بن القاسم ويحيى بن يحيى، قال علي بن أبي هاشم نا مبارك بن سعيد سمع أباه عن أيوب بن كريز عن عبد الرحمن بن غنم عن معاذ بن جبل عن النبي صلى الله عليه وسلم قال رأس الأمر الإسلام وعموده الصلاة وذروته الجهاد والصيام جنة والصدقة تطفئ الخطايا,tarikh_kabir_bukhari:
26711,مبارك العيشي والد عبد الرحمن، البصري عن,,name,ok,,,1,1,tarikh_kabir_bukhari,مبارك العيشي والد عبد الرحمن، البصري عن,tarikh_kabir_bukhari:
26712,مبارك بن مجاهد المروي أبو الأزهر </span>مات قبل الثوري بسنة أو سنتين مات بالري قال أبو رجاء كان مبارك بن مجاهد قدريا، وضعفه,,name,ok,,,1,1,tarikh_kabir_bukhari,مبارك بن مجاهد المروي أبو الأزهر </span>مات قبل الثوري بسنة أو سنتين مات بالري قال أبو رجاء كان مبارك بن مجاهد قدريا، وضعفه,tarikh_kabir_bukhari:
26713,مبارك بن سعيد (1) اليمامي سمع يحيى بن أبي كثير,,name,ok,,,1,1,tarikh_kabir_bukhari,مبارك بن سعيد (1) اليمامي سمع يحيى بن أبي كثير,tarikh_kabir_bukhari:
26714,مبارك أبو سحيم (2) مولى عبد العزيز بن صهيب البناني، منكر الحديث، يعد في البصريين,,name,ok,,,1,1,tarikh_kabir_bukhari,مبارك أبو سحيم (2) مولى عبد العزيز بن صهيب البناني، منكر الحديث، يعد في البصريين,tarikh_kabir_bukhari:
26715,مبارك أبو عمرو، روى عنه عبد الملك بن عمرو سمع مالك بن دينار عن عكرمة، و (يقال - 3) هو الخياط,,name,ok,,,1,1,tarikh_kabir_bukhari,مبارك أبو عمرو، روى عنه عبد الملك بن عمرو سمع مالك بن دينار عن عكرمة، و (يقال - 3) هو الخياط,tarikh_kabir_bukhari:
26716,مبارك سمع منه الأصمعي، روى عنه يوسف بن,,name,ok,,,1,1,tarikh_kabir_bukhari,مبارك سمع منه الأصمعي، روى عنه يوسف بن,tarikh_kabir_bukhari:
26717,مهران أو ميمون مولى النبي صلى الله عليه وسلم، له صحبة، قال أبو نعيم أنا سفيان عن عطاء بن السائب قال أتيت ام كلثوم بشئ فقالت ان مهران أو ميمون مولى النبي صلى الله عليه,,name,ok,,,1,1,tarikh_kabir_bukhari,مهران أو ميمون مولى النبي صلى الله عليه وسلم، له صحبة، قال أبو نعيم أنا سفيان عن عطاء بن السائب قال أتيت ام كلثوم بشئ فقالت ان مهران أو ميمون مولى النبي صلى الله عليه,tarikh_kabir_bukhari:
26718,مهران </span>أبو المختار </span>سمع ابن عباس روى عنه وائل ابن داود، ويقال عن عبد الرحمن بن سليمان عن وائل عن مهران أبي بدر (2) عن ابن عباس في القبلة,,name,ok,,,1,1,tarikh_kabir_bukhari,مهران </span>أبو المختار </span>سمع ابن عباس روى عنه وائل ابن داود، ويقال عن عبد الرحمن بن سليمان عن وائل عن مهران أبي بدر (2) عن ابن عباس في القبلة,tarikh_kabir_bukhari:
26719,مهران عن ابن عباس، روى عنه الحسن بن عمرو، عن النبي صلى الله عليه وسلم في السفر,,name,ok,,,1,1,tarikh_kabir_bukhari,مهران عن ابن عباس، روى عنه الحسن بن عمرو، عن النبي صلى الله عليه وسلم في السفر,tarikh_kabir_bukhari:
26720,مهران عن ابن عباس قاله الثوري عن عبد الله، وقال,,name,ok,,,1,1,tarikh_kabir_bukhari,مهران عن ابن عباس قاله الثوري عن عبد الله، وقال,tarikh_kabir_bukhari:
26721,مهران أبو عروبة مولى بني يشكر (3) يعد في البصريين وهو والد سعيد بن أبي عروبة، عن ابن الزبير، روى عنه مالك بن دينار,,name,ok,,,1,1,tarikh_kabir_bukhari,مهران أبو عروبة مولى بني يشكر (3) يعد في البصريين وهو والد سعيد بن أبي عروبة، عن ابن الزبير، روى عنه مالك بن دينار,tarikh_kabir_bukhari:
26722,مهران بن مطرف (عن الحسن - 1) روى عنه سلام بن مسكين,,name,ok,,,1,1,tarikh_kabir_bukhari,مهران بن مطرف (عن الحسن - 1) روى عنه سلام بن مسكين,tarikh_kabir_bukhari:
26723,مهران بن أبي عمر (2) الرازي عن ابن أبي خالد والثوري، قال ابن حميد مات قبل جرير، في حديثه اضطراب، روى عنه زافر بن سليمان، أبو عبد الله كناه إسحاق,,name,ok,,,1,1,tarikh_kabir_bukhari,مهران بن أبي عمر (2) الرازي عن ابن أبي خالد والثوري، قال ابن حميد مات قبل جرير، في حديثه اضطراب، روى عنه زافر بن سليمان، أبو عبد الله كناه إسحاق,tarikh_kabir_bukhari:
26724,مقدام بن معدي كرب أبو كريمة الكندي الشامي له صحبة، قال خالد عن (3) محمد بن حرب عن حميد بن ربيعة قال رأيت المقدام بن معدي كرب خارجا من عند الوليد بن عبد الملك في ولايته، قال لنا عبد الله عن (4) معاوية عن بحير بن سعد عن خالد (5) ابن معدان عن المقدام بن معدي كرب أنه حدثه عن النبي صلى الله عليه وسلم قال ما أكل أحد طعاما قط خيرا من أن يأكل من عمل,,name,ok,,,1,1,tarikh_kabir_bukhari,مقدام بن معدي كرب أبو كريمة الكندي الشامي له صحبة، قال خالد عن (3) محمد بن حرب عن حميد بن ربيعة قال رأيت المقدام بن معدي كرب خارجا من عند الوليد بن عبد الملك في ولايته، قال لنا عبد الله عن (4) معاوية عن بحير بن سعد عن خالد (5) ابن معدان عن المقدام بن معدي كرب أنه حدثه عن النبي صلى الله عليه وسلم قال ما أكل أحد طعاما قط خيرا من أن يأكل من عمل,tarikh_kabir_bukhari:
26725,مقدام الرهاوي سمع عبادة بن الصامت وأبا الدرداء والحارث بن معاوية روى عنه الحسن، قال جلس أبو الدرداء,,name,ok,,,1,1,tarikh_kabir_bukhari,مقدام الرهاوي سمع عبادة بن الصامت وأبا الدرداء والحارث بن معاوية روى عنه الحسن، قال جلس أبو الدرداء,tarikh_kabir_bukhari:
26726,مقدام بن شريح (بن هانئ بن يزيد - 1) الكوفي الحارثي سمع أباه، روى عنه الثوري وشعبة ومسعر وشريك وابنه يزيد,,name,ok,,,1,1,tarikh_kabir_bukhari,مقدام بن شريح (بن هانئ بن يزيد - 1) الكوفي الحارثي سمع أباه، روى عنه الثوري وشعبة ومسعر وشريك وابنه يزيد,tarikh_kabir_bukhari:
26727,مقدام أبو فروة قال حدثني جار لي عن شريح روى عنه جرير بن حازم,,name,ok,,,1,1,tarikh_kabir_bukhari,مقدام أبو فروة قال حدثني جار لي عن شريح روى عنه جرير بن حازم,tarikh_kabir_bukhari:
26728,مقدام بن سلامة,,name,ok,,,1,1,tarikh_kabir_bukhari,مقدام بن سلامة,tarikh_kabir_bukhari:
26729,مقدام بن داود (2) بن عيسى بن تليد الرعيني عن أسد بن موسى والعباس بن طالب,,name,ok,,,1,1,tarikh_kabir_bukhari,مقدام بن داود (2) بن عيسى بن تليد الرعيني عن أسد بن موسى والعباس بن طالب,tarikh_kabir_bukhari:
26730,مخارق سمع أبا ذر سمع النبي صلى الله عليه وسلم,,name,ok,,,1,1,tarikh_kabir_bukhari,مخارق سمع أبا ذر سمع النبي صلى الله عليه وسلم,tarikh_kabir_bukhari:
26731,مخارق أبو قابوس (عن علي - 1) روى عنه ابنه قابوس وهو ابن سليم قاله ابن طهمان,,name,ok,,,1,1,tarikh_kabir_bukhari,مخارق أبو قابوس (عن علي - 1) روى عنه ابنه قابوس وهو ابن سليم قاله ابن طهمان,tarikh_kabir_bukhari:
26732,مخارق بن سليم الشيباني يعد في الكوفيين سمع عمارا يوم الجمل يقول رأيت النبي صلى الله عليه وسلم يستحب أن يقاتل,,name,ok,,,1,1,tarikh_kabir_bukhari,مخارق بن سليم الشيباني يعد في الكوفيين سمع عمارا يوم الجمل يقول رأيت النبي صلى الله عليه وسلم يستحب أن يقاتل,tarikh_kabir_bukhari:
26733,مخارق بن أبي مخارق سمع ابن عمر روى عنه عمرو الأحموشي أو الأحموسي,,name,ok,,,1,1,tarikh_kabir_bukhari,مخارق بن أبي مخارق سمع ابن عمر روى عنه عمرو الأحموشي أو الأحموسي,tarikh_kabir_bukhari:
26734,مخارق بن عبد الله (هو ابن جابر - 3) الأحمسي نسبه محمد بن بشر (4) وقال شعبة مخارق بن عبد الله وقال وكيع مخارق بن خليفة، ويقال ابن عبد الرحمن كوفي سمع طارق بن شهاب، روى عنه الثوري وشعبة,,name,ok,,,1,1,tarikh_kabir_bukhari,مخارق بن عبد الله (هو ابن جابر - 3) الأحمسي نسبه محمد بن بشر (4) وقال شعبة مخارق بن عبد الله وقال وكيع مخارق بن خليفة، ويقال ابن عبد الرحمن كوفي سمع طارق بن شهاب، روى عنه الثوري وشعبة,tarikh_kabir_bukhari:
26735,مخارق بن عبد الرحمن السلمي كان ينزل الدفينة (5) سمع عمه حبان بن جزئ (6) روى عنه موسى بن اسمعيل,,name,ok,,,1,1,tarikh_kabir_bukhari,مخارق بن عبد الرحمن السلمي كان ينزل الدفينة (5) سمع عمه حبان بن جزئ (6) روى عنه موسى بن اسمعيل,tarikh_kabir_bukhari:
26736,مخارق بن أحمر (1) الكلابي عن حذيفة روى عنه مسلم أبو حسان (2) نسبه ابن عثمان (3) عن ابن المبارك,,name,ok,,,1,1,tarikh_kabir_bukhari,مخارق بن أحمر (1) الكلابي عن حذيفة روى عنه مسلم أبو حسان (2) نسبه ابن عثمان (3) عن ابن المبارك,tarikh_kabir_bukhari:
26737,محرز بن زهير له صحبة روى (4) كثير بن زيد,,name,ok,,,1,1,tarikh_kabir_bukhari,محرز بن زهير له صحبة روى (4) كثير بن زيد,tarikh_kabir_bukhari:
26738,محرز بن حارثة,,name,ok,,,1,1,tarikh_kabir_bukhari,محرز بن حارثة,tarikh_kabir_bukhari:
26739,محرز بن تميم سمع شريحا، روى عنه زهير بن أبي ثابت,,name,ok,,,1,1,tarikh_kabir_bukhari,محرز بن تميم سمع شريحا، روى عنه زهير بن أبي ثابت,tarikh_kabir_bukhari:
26740,محرز أبو اسراءيل كان يكون بمكة (قال ابن عياش كان طوافا - 2) سمع الحسن، وروى الثوري عن محرز عن الحسن ويزيد الرقاشي,,name,ok,,,1,1,tarikh_kabir_bukhari,محرز أبو اسراءيل كان يكون بمكة (قال ابن عياش كان طوافا - 2) سمع الحسن، وروى الثوري عن محرز عن الحسن ويزيد الرقاشي,tarikh_kabir_bukhari:
26741,محرز بن المهدي (4) عن حزام بن هشام حديث أم معبد,,name,ok,,,1,1,tarikh_kabir_bukhari,محرز بن المهدي (4) عن حزام بن هشام حديث أم معبد,tarikh_kabir_bukhari:
26742,محرز أبو رجاء مولى هشام أراه الجزري (5) سمع مكحولا، روى عنه اسمعيل بن عياش,,name,ok,,,1,1,tarikh_kabir_bukhari,محرز أبو رجاء مولى هشام أراه الجزري (5) سمع مكحولا، روى عنه اسمعيل بن عياش,tarikh_kabir_bukhari:
26743,محرز وكان من سبي الجاهلية قال أبو موسى (الأشعري - 1) لا يذبح للمسلمين إلا من يقرأ أم الكتاب فلم يقرأ إلا محرز القصاب مولى بني عدي (2) أحد بني ملكان فذبح وحده، قاله موسى بن اسمعيل عن إسحاق بن عثمان قال حدثتني جدتي أم موسى,,name,ok,,,1,1,tarikh_kabir_bukhari,محرز وكان من سبي الجاهلية قال أبو موسى (الأشعري - 1) لا يذبح للمسلمين إلا من يقرأ أم الكتاب فلم يقرأ إلا محرز القصاب مولى بني عدي (2) أحد بني ملكان فذبح وحده، قاله موسى بن اسمعيل عن إسحاق بن عثمان قال حدثتني جدتي أم موسى,tarikh_kabir_bukhari:
26744,مرداس بن مالك الأسلمي وكان بايع النبي صلى الله عليه وسلم تحت الشجرة، روى عنه قيس بن ابى حازم، قال يحيى بن حماد ارنا أبو عوانة عن بيان عن قيس (بن أبي حازم - 1) عن مرداس الأسلمي قال قال النبي صلى الله عليه وسلم يذهب الصالحون الأول فالأول وتبقى حثالة كحثالة الشعير لا يباليهم الله بالة,,name,ok,,,1,1,tarikh_kabir_bukhari,مرداس بن مالك الأسلمي وكان بايع النبي صلى الله عليه وسلم تحت الشجرة، روى عنه قيس بن ابى حازم، قال يحيى بن حماد ارنا أبو عوانة عن بيان عن قيس (بن أبي حازم - 1) عن مرداس الأسلمي قال قال النبي صلى الله عليه وسلم يذهب الصالحون الأول فالأول وتبقى حثالة كحثالة الشعير لا يباليهم الله بالة,tarikh_kabir_bukhari:ج7/ص434
26745,مرادس بن عروة قال لنا محمد بن الصباح قال نا الوليد بن أبي ثور عن زياد بن علاقة عن مرداس بن عروة,,name,ok,,,1,1,tarikh_kabir_bukhari,مرادس بن عروة قال لنا محمد بن الصباح قال نا الوليد بن أبي ثور عن زياد بن علاقة عن مرداس بن عروة,tarikh_kabir_bukhari:
26746,مرداس الجند عى الليثى سمع ابن عمر قاله حاتم ابن اسمعيل عن عبد الله بن نصر عن جعفر بن عمرو بن أمية (2) وهو ابن عبد الرحمن,,name,ok,,,1,1,tarikh_kabir_bukhari,مرداس الجند عى الليثى سمع ابن عمر قاله حاتم ابن اسمعيل عن عبد الله بن نصر عن جعفر بن عمرو بن أمية (2) وهو ابن عبد الرحمن,tarikh_kabir_bukhari:
26747,مرداس بن عبد الرحمن سمع عبد الله بن عمر,,name,ok,,,1,1,tarikh_kabir_bukhari,مرداس بن عبد الرحمن سمع عبد الله بن عمر,tarikh_kabir_bukhari:
26748,مرداس بن شداد (عم مرداس بن عبد الرحمن - 1) يقال أبو محمد (2) روى عنه محمد بن عمرو,,name,ok,,,1,1,tarikh_kabir_bukhari,مرداس بن شداد (عم مرداس بن عبد الرحمن - 1) يقال أبو محمد (2) روى عنه محمد بن عمرو,tarikh_kabir_bukhari:
26749,مرداس بن مافنة (4) أبو عبيدة (5) نا أبو رفيق (6) قال سألت وهب بن منبه عن الدنانير والدراهم,,name,ok,,,1,1,tarikh_kabir_bukhari,مرداس بن مافنة (4) أبو عبيدة (5) نا أبو رفيق (6) قال سألت وهب بن منبه عن الدنانير والدراهم,tarikh_kabir_bukhari:
26750,مخلد (7) الغفاري عن عمر، وقاله ابن عيينة عن عمرو عن الحسن بن مسلم (8) قال عمرو وقد رأيت مخلدا,,name,ok,,,1,1,tarikh_kabir_bukhari,مخلد (7) الغفاري عن عمر، وقاله ابن عيينة عن عمرو عن الحسن بن مسلم (8) قال عمرو وقد رأيت مخلدا,tarikh_kabir_bukhari:
26751,مخلد بن عقبة بن عبد الرحمن بن شرحبيل الجعفي عن جده عبد الرحمن، روى عنه حماد بن زيد,,name,ok,,,1,1,tarikh_kabir_bukhari,مخلد بن عقبة بن عبد الرحمن بن شرحبيل الجعفي عن جده عبد الرحمن، روى عنه حماد بن زيد,tarikh_kabir_bukhari:
26752,مخلد بن الضحاك بن مسلم الشيباني البصري سمع الزبير بن عبيد روى عنه (ابنه - 1) الضحاك بن مخلد وحرمى ابن عمارة,,name,ok,,,1,1,tarikh_kabir_bukhari,مخلد بن الضحاك بن مسلم الشيباني البصري سمع الزبير بن عبيد روى عنه (ابنه - 1) الضحاك بن مخلد وحرمى ابن عمارة,tarikh_kabir_bukhari:
26753,مخلد بن حسين (2) المصيصي عن هشام بن حسان وموسى بن عقبة، روى عنه عبد الله بن المبارك والحجاج بن محمد، وهو أبو محمد مولى المهالبة يقال أصله بصري تحول إلى المصيصة مات سنة ست وتسعين ومائة,,name,ok,,,1,1,tarikh_kabir_bukhari,مخلد بن حسين (2) المصيصي عن هشام بن حسان وموسى بن عقبة، روى عنه عبد الله بن المبارك والحجاج بن محمد، وهو أبو محمد مولى المهالبة يقال أصله بصري تحول إلى المصيصة مات سنة ست وتسعين ومائة,tarikh_kabir_bukhari:
26754,مخلد بن حازم (4) أخو جرير بن حازم البصري روى عنه وهب بن جرير,,name,ok,,,1,1,tarikh_kabir_bukhari,مخلد بن حازم (4) أخو جرير بن حازم البصري روى عنه وهب بن جرير,tarikh_kabir_bukhari:
26755,مخلد بن يزيد الحراني الجزري أبو خداش,,name,ok,,,1,1,tarikh_kabir_bukhari,مخلد بن يزيد الحراني الجزري أبو خداش,tarikh_kabir_bukhari:
26756,مخلد بن مالك أبو جعفر الحمال,,name,ok,,,1,1,tarikh_kabir_bukhari,مخلد بن مالك أبو جعفر الحمال,tarikh_kabir_bukhari:
26757,مخلد بن مروان,,name,ok,,,1,1,tarikh_kabir_bukhari,مخلد بن مروان,tarikh_kabir_bukhari:
