cluster_id,canonical_name,canon_id,basis,flag,death,tabaqa,n_entries,n_books,books,variant_names,members
32305,عبد الله بن سعيد بن أبي هند ثقة قاله علي بن المديني,51383,canon,ok,6,,8,7,duafa_ibnjawzi; duafa_uqayli; kashif_dhahabi; marifat_thiqat_ijli; mughni_duafa_dhahabi; tabaqat_ibnsad; thiqat_ibnshahin,عبد الله بن سعيد بن أبي هند أبو ⟂ عبد الله بن سعيد بن أبي هند، عن ⟂ عبد الله بن سعيد بن أبي هند ثقة ⟂ عبد الله بن سعيد بن أبي هند ⟂ عبد الله بن سعيد بن أبي هند عن ⟂ عبد الله بن سعيد بن أبي هند الفزاري مدني ثقة ⟂ عبد الله بن سعيد بن أبي هند ثقة قاله علي بن المديني,kashif_dhahabi: | kashif_dhahabi:ج2/ص499 | mughni_duafa_dhahabi: | tabaqat_ibnsad:ج7/ص529 | duafa_ibnjawzi: | marifat_thiqat_ijli: | duafa_uqayli:ج2/ص261 | thiqat_ibnshahin:
32483,عبد الله بن لهيعة بن عقبة أبو عبد الرحمن البصري ضعيف,823,canon,ok,174,السابعة,7,7,duafa_ibnjawzi; duafa_nasai; duafa_uqayli; kashif_dhahabi; siyar_dhahabi; tabaqat_ibnsad; tabaqat_mudallisin_ibnhajar,عبد الله بن لهيعة أبو عبد الرحمن الحضرمي ⟂ عبد الله بن لهيعة بن عقبة الحضرمي ⟂ عبد الله بن لهيعة بن عقبة ⟂ عبد الله بن لهيعة بن عقبة أبو عبد ⟂ عبد الله بن لهيعة بن عقبة الحضرمي المصري ⟂ عبد الله بن لهيعة بن عقبة أبو عبد الرحمن البصري ضعيف ⟂ عبد الله بن لهيعة الحضرمي,kashif_dhahabi:ج1/ص590 | siyar_dhahabi:ج8/ص11 | tabaqat_ibnsad:ج9/ص524 | duafa_ibnjawzi: | duafa_uqayli:ج2/ص295 | duafa_nasai: | tabaqat_mudallisin_ibnhajar:ج0/ص54
33708,عمرو بن شعيب بن محمد بن عبد الله بن عمرو بن العاصي السهمي (2): كنيته,93,canon,ok,118,الخامسة,7,7,duafa_ibnjawzi; duafa_uqayli; kashif_dhahabi; majruhin_ibnhibban; marifat_thiqat_ijli; siyar_dhahabi; tabaqat_mudallisin_ibnhajar,عمرو بن شعيب بن محمد بن عبد الله ⟂ عمرو بن شعيب بن محمد السهمي ⟂ عمرو بن شعيب بن محمد بن عبد الله بن عمرو بن العاص ثقة ⟂ عمرو بن شعيب بن محمد بن عبد الله بن عمرو بن العاص السهمي ⟂ عمرو بن شعيب بن محمد بن عبد الله بن عمرو بن العاصي السهمي (2): كنيته ⟂ عمرو بن شعيب بن محمد بن عبد الله بن عمرو بن العاصي السهمي,kashif_dhahabi:ج2/ص78 | siyar_dhahabi:ج5/ص165 | duafa_ibnjawzi: | marifat_thiqat_ijli: | duafa_uqayli: | majruhin_ibnhibban:ج2/ص71 | tabaqat_mudallisin_ibnhajar:ج0/ص35
3549,روح بن عطاء بن أبي ميمونة البصري، عن أبيه,8333,canon,ok,171,,6,6,duafa_ibnjawzi; duafa_nasai; duafa_uqayli; lisan_mizan_ibnhajar; mughni_duafa_dhahabi; tarikh_kabir_bukhari,روح بن عطاء بن أبي ميمونة ⟂ روح بن عطاء بن أبي ميمونة البصري، عن أبيه ⟂ روح بن عطاء بن أبي ميمونة أبو معاذ ⟂ روح بن عطاء بن أبي ميمونة بصري ⟂ روح بن عطاء بن أبي ميمونة ضعيف,lisan_mizan_ibnhajar: | tarikh_kabir_bukhari: | mughni_duafa_dhahabi: | duafa_ibnjawzi: | duafa_uqayli:ج2/ص57 | duafa_nasai:
32620,عبد الأعلى بن عبد الأعلى السامي عن الحذاء,94283,canon,ok,189,,6,6,duafa_uqayli; kashif_dhahabi; marifat_thiqat_ijli; mughni_duafa_dhahabi; siyar_dhahabi; tabaqat_ibnsad,عبد الأعلى بن عبد الأعلى السامي عن الحذاء ⟂ عبد الأعلى بن عبد الأعلى السامي صدوق قال ⟂ عبد الأعلى بن عبد الأعلى السامي القرشي ⟂ عبد الأعلى بن عبد الأعلى القرشي ⟂ عبد الأعلى بن عبد الأعلى السامي بصري ثقة ⟂ عبد الأعلى بن عبد الأعلى السامي,kashif_dhahabi: | mughni_duafa_dhahabi: | siyar_dhahabi:ج9/ص242 | tabaqat_ibnsad:ج9/ص291 | marifat_thiqat_ijli: | duafa_uqayli:
8331,محمد بن يزيد بن أبي زياد عن أيوب بن قطن قال الدارقطني مجهول قلت هو الراوي عن القرظي حديث الصور الطويل,,name,ok,,,7,5,duafa_ibnjawzi; duafa_uqayli; kashif_dhahabi; lisan_mizan_ibnhajar; mughni_duafa_dhahabi,محمد بن يزيد بن أبي زياد ⟂ محمد بن يزيد بن أبي زياد الفلسطيني، نزيل ⟂ محمد بن يزيد بن أبي زياد عن أيوب بن قطن قال الدارقطني مجهول قلت هو الراوي عن القرظي حديث الصور الطويل ⟂ محمد بن يزيد بن أبي زياد عن أبيه ⟂ محمد بن يزيد بن أبي زياد يروي عن ⟂ محمد بن يزيد بن أبي يزيد يروي عن,lisan_mizan_ibnhajar: | kashif_dhahabi: | mughni_duafa_dhahabi: | mughni_duafa_dhahabi: | duafa_ibnjawzi: | duafa_ibnjawzi: | duafa_uqayli:ج4/ص147
90,عبد الرحمن بن أبي الزناد عبد الله بن ذكوان المدني مولى قريش,1655,canon,ok,174,السابعة,6,5,duafa_nasai; duafa_uqayli; kawakib_nayyirat; marifat_thiqat_ijli; tabaqat_ibnsad,عبد الرحمن بن أبي الزناد عبد الله بن ذكوان المدني مولى قريش ⟂ عبد الرحمن بن أبي الزناد ⟂ عبد الرحمن بن أبي الزناد بن عبد الله بن ذكوان المدني ثقة ⟂ عبد الرحمن بن أبي الزناد ضعيف,kawakib_nayyirat:ج1/ص478 | tabaqat_ibnsad:ج7/ص594 | tabaqat_ibnsad:ج9/ص326 | marifat_thiqat_ijli: | duafa_uqayli: | duafa_nasai:
33073,عبيد الله بن أبي زياد القداح المكي عن,,name,ok,,,6,5,duafa_ibnjawzi; duafa_nasai; duafa_uqayli; kashif_dhahabi; marifat_thiqat_ijli,عبيد الله بن أبي زياد القداح المكي عن ⟂ عبيد الله بن أبي زياد الرصافي عن الزهري ⟂ عبيد الله بن أبي زياد أبو الحصين القداح ⟂ عبيد الله بن أبي زياد القداح المكي ثقة ⟂ عبيد الله بن أبي زياد القداح مكي ⟂ عبيد الله بن أبي زياد القداح ليس بالقوي,kashif_dhahabi: | kashif_dhahabi: | duafa_ibnjawzi: | marifat_thiqat_ijli: | duafa_uqayli:ج3/ص118 | duafa_nasai:
59493,يحيى بن أبي حية أبو جناب الكلبي ضعيف كوفي,4342,canon,ok,147,السادسة,6,5,duafa_ibnjawzi; duafa_nasai; duafa_uqayli; jami_tahsil_alai; tabaqat_mudallisin_ibnhajar,يحيى بن أبي حية أبو جناب الكلبي الكوفي ⟂ يحيى بن أبي حية أبو جناب الكلبي كوفي ⟂ يحيى بن أبي حية أبو جناب الكلبي ضعفوه ⟂ يحيى بن أبي حية أبو جناب الكلبي قال ⟂ يحيى بن أبي حية أبو جناب الكلبي ضعيف كوفي ⟂ يحيى بن أبي حية الكلبي,duafa_ibnjawzi: | duafa_uqayli:ج4/ص398 | jami_tahsil_alai:ج1/ص111 | jami_tahsil_alai: | duafa_nasai: | tabaqat_mudallisin_ibnhajar:ج0/ص57
89,عبد الرحمن بن ثابت بن ثوبان العنسي - بالنون - الدمشقي الزاهد,47649,canon,ok,,,5,5,duafa_ibnjawzi; duafa_uqayli; jami_tahsil_alai; kashif_dhahabi; kawakib_nayyirat,عبد الرحمن بن ثابت بن ثوبان العنسي - بالنون - الدمشقي الزاهد ⟂ عبد الرحمن بن ثابت بن ثوبان العنسي الزاهد ⟂ عبد الرحمن بن ثابت بن ثوبان الشامي عن ⟂ عبد الرحمن بن ثابت بن ثوبان الشامي ⟂ عبد الرحمن بن ثابت بن ثوبان سمعت أبي,kawakib_nayyirat:ج1/ص477 | kashif_dhahabi: | duafa_ibnjawzi: | duafa_uqayli:ج2/ص326 | jami_tahsil_alai:ج1/ص322
5080,عبد الخالق بن زيد بن واقد عن أبيه قال النسائي ليس بثقة,5411,canon,ok,191,,5,5,duafa_ibnjawzi; duafa_nasai; duafa_uqayli; lisan_mizan_ibnhajar; mughni_duafa_dhahabi,عبد الخالق بن زيد بن واقد ⟂ عبد الخالق بن زيد بن واقد عن أبيه قال النسائي ليس بثقة ⟂ عبد الخالق بن زيد بن واقد الدمشقي يروي ⟂ عبد الخالق بن زيد بن واقد عن أبيه ⟂ عبد الخالق بن زيد بن واقد ليس بثقة,lisan_mizan_ibnhajar: | mughni_duafa_dhahabi: | duafa_ibnjawzi: | duafa_uqayli:ج3/ص105 | duafa_nasai:
32736,عبد الرحمن بن زيد بن أسلم المدني عن,,name,ok,182,,5,5,duafa_ibnjawzi; duafa_nasai; duafa_uqayli; kashif_dhahabi; siyar_dhahabi,عبد الرحمن بن زيد بن أسلم المدني عن ⟂ عبد الرحمن بن زيد بن أسلم العمري ⟂ عبد الرحمن بن زيد بن أسلم يروي عن ⟂ عبد الرحمن بن زيد بن أسلم ⟂ عبد الرحمن بن زيد بن أسلم ضعيف مدني,kashif_dhahabi: | siyar_dhahabi:ج8/ص349 | duafa_ibnjawzi: | duafa_uqayli:ج2/ص331 | duafa_nasai:
32967,عبد المجيد بن عبد العزيز بن أبي رواد أبو عبد الحميد مولى الأزد,3727,canon,ok,206,التاسعة,5,5,duafa_ibnjawzi; duafa_uqayli; jami_tahsil_alai; kashif_dhahabi; tabaqat_ibnsad,عبد المجيد بن عبد العزيز بن أبي رواد ⟂ عبد المجيد بن عبد العزيز ⟂ عبد المجيد بن عبد العزيز بن أبي رواد أبو عبد الحميد مولى الأزد,kashif_dhahabi: | tabaqat_ibnsad:ج8/ص62 | duafa_ibnjawzi: | duafa_uqayli: | jami_tahsil_alai:ج1/ص107
33026,عبد المهيمن بن عباس بن سهل بن سعد الساعدي متروك الحديث,2858,canon,ok,170,الثامنة,5,5,duafa_ibnjawzi; duafa_nasai; duafa_uqayli; kashif_dhahabi; tabaqat_ibnsad,عبد المهيمن بن عباس بن سهل الساعدي عن ⟂ عبد المهيمن بن عباس ⟂ عبد المهيمن بن عباس بن سهل بن سعد ⟂ عبد المهيمن بن عباس بن سهل بن سعد الساعدي متروك الحديث,kashif_dhahabi: | tabaqat_ibnsad:ج7/ص599 | duafa_ibnjawzi: | duafa_uqayli:ج3/ص114 | duafa_nasai:
33618,عمر بن عبد الله بن يعلى بن مرة الثقفي كوفي,4360,canon,ok,131,الخامسة,5,5,duafa_ibnjawzi; duafa_nasai; duafa_uqayli; kashif_dhahabi; marifat_thiqat_ijli,عمر بن عبد الله بن يعلى بن مرة ⟂ عمر بن عبد الله بن يعلى بن مرة كوفي ⟂ عمر بن عبد الله بن يعلى بن مرة الثقفي كوفي ⟂ عمر بن عبد الله بن يعلى الثقفي ضعيف,kashif_dhahabi: | duafa_ibnjawzi: | marifat_thiqat_ijli: | duafa_uqayli:ج3/ص177 | duafa_nasai:
40376,عاصم بن عبيد الله بن عاصم بن عمر بن الخطاب مدني لا بأس به,935,canon,ok,132,الرابعة,5,5,duafa_ibnjawzi; duafa_uqayli; marifat_thiqat_ijli; mughni_duafa_dhahabi; tabaqat_ibnsad,عاصم بن عبيد الله بن عاصم بن عمر ⟂ عاصم بن عبيد الله ⟂ عاصم بن عبيد الله بن عاصم بن عمر بن الخطاب مدني لا بأس به ⟂ عاصم بن عبيد الله بن عاصم بن عمر بن الخطاب,mughni_duafa_dhahabi: | tabaqat_ibnsad:ج7/ص459 | duafa_ibnjawzi: | marifat_thiqat_ijli: | duafa_uqayli:ج3/ص333
4871,عبد الله بن المبارك بن واضح أبو عبد,179,canon,ok,181,الثامنة,5,4,kashif_dhahabi; lisan_mizan_ibnhajar; siyar_dhahabi; tabaqat_ibnsad,عبد الله بن المبارك ⟂ عبد الله بن المبارك بن واضح أبو عبد ⟂ عبد الله بن المبارك بن واضح الحنظلي,lisan_mizan_ibnhajar: | kashif_dhahabi:ج1/ص591 | siyar_dhahabi:ج8/ص378 | tabaqat_ibnsad:ج9/ص376 | tabaqat_ibnsad:
31214,زياد بن جبير بن حية الثقفي عن أبيه,6572,canon,ok,104,الثالثة,5,4,jami_tahsil_alai; kashif_dhahabi; marifat_thiqat_ijli; siyar_dhahabi,زياد بن جبير بن حية الثقفي عن أبيه ⟂ زياد بن جبير بن حية الثقفي البصري ⟂ زياد بن جبير بن حية الثقفي ⟂ زياد بن جبير بن حية ثقة ⟂ زياد بن جبير بن حية الثقفي له في,kashif_dhahabi: | siyar_dhahabi: | siyar_dhahabi:ج4/ص605 | marifat_thiqat_ijli: | jami_tahsil_alai:
11,جرير بن عبد الحميد بن يزيد الضبي,925,canon,ok,187,,4,4,duafa_uqayli; kawakib_nayyirat; siyar_dhahabi; tabaqat_ibnsad,جرير بن عبد الحميد الضبي ⟂ جرير بن عبد الحميد بن يزيد الضبي ⟂ جرير بن عبد الحميد,kawakib_nayyirat:ج1/ص121 | siyar_dhahabi:ج9/ص9 | tabaqat_ibnsad:ج9/ص384 | duafa_uqayli:
25,سعيد بن عبد العزيز بن أبي يحيى التنوخي أبو محمد,521,canon,ok,167,السابعة,4,4,kawakib_nayyirat; lisan_mizan_ibnhajar; siyar_dhahabi; tabaqat_ibnsad,سعيد بن عبد العزيز بن أبي يحيى التنوخي أبو محمد ⟂ سعيد بن عبد العزيز ⟂ سعيد بن عبد العزيز بن أبي يحيى التنوخي ⟂ سعيد بن عبد العزيز التنوخي,kawakib_nayyirat:ج1/ص214 | lisan_mizan_ibnhajar: | siyar_dhahabi:ج8/ص32 | tabaqat_ibnsad:ج9/ص472
43,عبد الله بن واقد أبو قتادة الحراني يروي,36899,canon,ok,,,4,4,duafa_ibnjawzi; ightibat_sibt_ibnajami; kawakib_nayyirat; tabaqat_mudallisin_ibnhajar,عبد الله بن واقد أبو قتادة الحراني ⟂ عبد الله بن واقد أبو قتادة الحراني يروي,kawakib_nayyirat:ج1/ص362 | duafa_ibnjawzi: | tabaqat_mudallisin_ibnhajar: | ightibat_sibt_ibnajami:
1808,بكار بن محمد بن عبد الله بن محمد بن سيرين السيريني,9979,canon,ok,224,,4,4,duafa_uqayli; lisan_mizan_ibnhajar; siyar_dhahabi; tabaqat_ibnsad,بكار بن محمد بن عبد الله بن محمد بن سيرين السيريني ⟂ بكار بن محمد بن عبد الله البصري ⟂ بكار بن محمد بن عبد الله بن محمد بن سيرين,lisan_mizan_ibnhajar: | siyar_dhahabi:ج10/ص397 | tabaqat_ibnsad:ج9/ص298 | duafa_uqayli:ج1/ص152
3704,زيد بن عبد الرحمن بن زيد بن أسلم عن أبيه,16319,canon,ok,,,4,4,duafa_ibnjawzi; duafa_uqayli; lisan_mizan_ibnhajar; mughni_duafa_dhahabi,زيد بن عبد الرحمن بن زيد بن أسلم.</span> ⟂ زيد بن عبد الرحمن بن زيد بن أسلم عن أبيه ⟂ زيد بن عبد الرحمن بن زيد بن أسلم,lisan_mizan_ibnhajar: | mughni_duafa_dhahabi: | duafa_ibnjawzi: | duafa_uqayli:ج2/ص72
3855,سعيد بن عبد الملك بن واقد الحراني عن أبي المليح,3725,canon,ok,221,,4,4,duafa_ibnjawzi; lisan_mizan_ibnhajar; mughni_duafa_dhahabi; tarikh_kabir_bukhari,سعيد بن عبد الملك بن واقد الحراني ⟂ سعيد بن عبد الملك ⟂ سعيد بن عبد الملك بن واقد الحراني عن أبي المليح ⟂ سعيد بن عبد الملك بن واقد الحراني قال,lisan_mizan_ibnhajar: | tarikh_kabir_bukhari: | mughni_duafa_dhahabi: | duafa_ibnjawzi:
5313,عبد العزيز بن الحصين بن الترجمان أبو سهل الخراساني مروزي متروك الحديث,,name,ok,,,4,4,duafa_ibnjawzi; duafa_nasai; duafa_uqayli; lisan_mizan_ibnhajar,عبد العزيز بن الحصين بن الترجمان أبو سهل ⟂ عبد العزيز بن الحصين بن الترجمان أبو سهل المروزي ⟂ عبد العزيز بن الحصين بن الترجمان أبو سهل الخراساني مروزي متروك الحديث,lisan_mizan_ibnhajar: | duafa_ibnjawzi: | duafa_uqayli:ج3/ص15 | duafa_nasai:
5427,عبد الملك بن زيد بن سعيد بن زيد بن عمرو بن,9197,canon,ok,,السابعة,4,4,duafa_ibnjawzi; kashif_dhahabi; lisan_mizan_ibnhajar; tarikh_kabir_bukhari,عبد الملك بن زيد المدني ⟂ عبد الملك بن زيد بن سعيد بن زيد بن عمرو بن ⟂ عبد الملك بن زيد بن سعيد بن زيد ⟂ عبد الملك بن زيد بن سعيد بن عمرو,lisan_mizan_ibnhajar: | tarikh_kabir_bukhari: | kashif_dhahabi: | duafa_ibnjawzi:
9012,هارون بن أبي زياد التميمي عن ابن عمر مجهول,26842,canon,ok,,,4,4,duafa_ibnjawzi; lisan_mizan_ibnhajar; mughni_duafa_dhahabi; tarikh_kabir_bukhari,هارون بن أبي زياد التميمي ⟂ هارون بن أبي زياد التميمي (8) عن ابن عمر ⟂ هارون بن أبي زياد التميمي عن ابن عمر مجهول ⟂ هارون بن أبي زياد التميمي عن ابن عمر,lisan_mizan_ibnhajar: | tarikh_kabir_bukhari: | mughni_duafa_dhahabi: | duafa_ibnjawzi:
12342,حكيم بن حكيم بن عباد بن حنيف مدني ثقة,,name,ok,,,4,4,kashif_dhahabi; lisan_mizan_ibnhajar; marifat_thiqat_ijli; mughni_duafa_dhahabi,حكيم بن حكيم بن عباد بن حنيف ⟂ حكيم بن حكيم بن عباد بن حنيف - ⟂ حكيم بن حكيم بن عباد بن حنيف ثقة ⟂ حكيم بن حكيم بن عباد بن حنيف مدني ثقة,lisan_mizan_ibnhajar:ج9/ص287 | kashif_dhahabi: | mughni_duafa_dhahabi:ج1/ص186 | marifat_thiqat_ijli:
13101,عبد الله بن أبي جعفر الرازي عن أبيه,51348,canon,ok,,,4,4,duafa_ibnjawzi; kashif_dhahabi; lisan_mizan_ibnhajar; mughni_duafa_dhahabi,عبد الله بن أبي جعفر الرازي ⟂ عبد الله بن أبي جعفر الرازي عن أبيه ⟂ عبد الله بن أبي جعفر الرازي واسمه عيسى,lisan_mizan_ibnhajar:ج9/ص337 | kashif_dhahabi: | mughni_duafa_dhahabi: | duafa_ibnjawzi:
20101,سعيد بن عبد الرحمن أبو شيبة الزبيدي الكوفي,47533,canon,ok,,,4,4,duafa_uqayli; kashif_dhahabi; mughni_duafa_dhahabi; tarikh_kabir_bukhari,سعيد بن عبد الرحمن أبو شيبة الزبيدي ⟂ سعيد بن عبد الرحمن أبو شيبة الزبيدي الكوفي ⟂ سعيد بن عبد الرحمن أبو شيبة الزبيدي عن ⟂ سعيد بن عبد الرحمن أبو شيبة,tarikh_kabir_bukhari: | kashif_dhahabi: | mughni_duafa_dhahabi: | duafa_uqayli:ج2/ص110
23575,عبد المطلب / بن ربيعة بن الحارث بن عبد المطلب,5987,canon,ok,61,صحابي,4,4,kashif_dhahabi; siyar_dhahabi; tabaqat_ibnsad; tarikh_kabir_bukhari,عبد المطلب / بن ربيعة بن الحارث بن عبد المطلب ⟂ عبد المطلب بن ربيعة بن الحارث الهاشمي صحابي ⟂ عبد المطلب بن ربيعة بن الحارث الهاشمي ⟂ عبد المطلب بن ربيعة,tarikh_kabir_bukhari: | kashif_dhahabi:ج1/ص662 | siyar_dhahabi:ج3/ص112 | tabaqat_ibnsad:ج4/ص53
24964,عون بن عبد الله بن عتبة بن مسعود الهذلي الكوفى,,name,ok,,,4,4,jami_tahsil_alai; marifat_thiqat_ijli; siyar_dhahabi; tarikh_kabir_bukhari,عون بن عبد الله بن عتبة بن مسعود الهذلي الكوفى ⟂ عون بن عبد الله بن عتبة الهذلي ⟂ عون بن عبد الله بن عتبة بن مسعود ثقة مدني ⟂ عون بن عبد الله بن عتبة بن مسعود,tarikh_kabir_bukhari: | siyar_dhahabi:ج5/ص103 | marifat_thiqat_ijli: | jami_tahsil_alai:
30035,بحر بن مرار بن عبد الرحمن نكرة تغير,2707,canon,ok,,السادسة,4,4,duafa_ibnjawzi; duafa_nasai; kashif_dhahabi; mughni_duafa_dhahabi,بحر بن مرار بن عبد الرحمن بن أبي ⟂ بحر بن مرار بن عبد الرحمن نكرة تغير,kashif_dhahabi: | mughni_duafa_dhahabi: | duafa_ibnjawzi: | duafa_nasai:
30478,حرمي بن عمارة بن أبي حفصة عن شعبة وجماعة,4649,canon,ok,201,التاسعة,4,4,duafa_uqayli; kashif_dhahabi; mughni_duafa_dhahabi; tabaqat_ibnsad,حرمي بن عمارة بن أبي حفصة نابت - ⟂ حرمي بن عمارة بن أبي حفصة عن شعبة وجماعة ⟂ حرمي بن عمارة بن أبي حفصة,kashif_dhahabi: | mughni_duafa_dhahabi: | tabaqat_ibnsad: | duafa_uqayli:
30671,حفص بن عمر بن أبي العطاف المدني، عن,47442,canon,ok,,,4,4,duafa_ibnjawzi; duafa_uqayli; kashif_dhahabi; mughni_duafa_dhahabi,حفص بن عمر بن أبي العطاف المدني، عن ⟂ حفص بن عمر بن أبي العطاف المديني عن ⟂ حفص بن عمر بن أبي العاطف مديني عن ⟂ حفص بن عمر بن أبي العطاف مديني,kashif_dhahabi: | mughni_duafa_dhahabi: | duafa_ibnjawzi: | duafa_uqayli:ج1/ص271
30889,خالد بن يزيد بن عبد الرحمن بن أبي,5165,canon,ok,185,الثامنة.,4,4,duafa_ibnjawzi; duafa_uqayli; kashif_dhahabi; mughni_duafa_dhahabi,خالد بن يزيد بن عبد الرحمن بن أبي ⟂ خالد بن يزيد بن أبي مالك الدمشقي,kashif_dhahabi: | mughni_duafa_dhahabi: | duafa_ibnjawzi: | duafa_uqayli:
31834,شريك بن عبد الله بن أبي نمر مدني تابعي ثقة,19464,canon,ok,,الخامسة,4,4,duafa_ibnjawzi; kashif_dhahabi; marifat_thiqat_ijli; siyar_dhahabi,شريك بن عبد الله بن أبي نمر المدني ⟂ شريك بن عبد الله بن أبي نمر أبو ⟂ شريك بن عبد الله بن أبي نمر مدني تابعي ثقة,kashif_dhahabi: | siyar_dhahabi:ج6/ص159 | duafa_ibnjawzi: | marifat_thiqat_ijli:
31917,صالح بن محمد بن زائدة أبو واقد الليثي يكتب حديثه وليس بالقوي,47555,canon,ok,,,4,4,duafa_ibnjawzi; duafa_nasai; kashif_dhahabi; marifat_thiqat_ijli,صالح بن محمد بن زائدة أبو واقد الليثي ⟂ صالح بن محمد بن زائدة أبو واقد الليثي يكتب حديثه وليس بالقوي ⟂ صالح بن محمد بن زائدة أبو واقد مدني ليس بالقوي,kashif_dhahabi: | duafa_ibnjawzi: | marifat_thiqat_ijli: | duafa_nasai:
32278,عبد الله بن زياد بن سمعان المدني الفقيه,51375,canon,ok,,,4,4,duafa_nasai; jami_tahsil_alai; kashif_dhahabi; tabaqat_mudallisin_ibnhajar,عبد الله بن زياد بن سمعان المدني الفقيه ⟂ عبد الله بن زياد بن سمعان أحد المتروكين ⟂ عبد الله بن زياد بن سمعان متروك الحديث ⟂ عبد الله بن زياد بن سمعان المدني,kashif_dhahabi: | jami_tahsil_alai: | duafa_nasai: | tabaqat_mudallisin_ibnhajar:
32421,عبد الله بن عمر بن حفص بن عاصم بن عمر بن الخطاب العمرى (3): أخو عبيد الله,1210,canon,ok,173,السابعة,4,4,duafa_ibnjawzi; duafa_uqayli; kashif_dhahabi; majruhin_ibnhibban,عبد الله بن عمر بن حفص بن عاصم ⟂ عبد الله بن عمر بن حفص بن عاصم بن عمر بن الخطاب ⟂ عبد الله بن عمر بن حفص بن عاصم بن عمر بن الخطاب العمرى (3): أخو عبيد الله,kashif_dhahabi:ج1/ص576 | duafa_ibnjawzi: | duafa_uqayli:ج2/ص280 | majruhin_ibnhibban:ج2/ص6
32451,عبد الله بن عيسى أبو خلف الخزاز بصري,24608,canon,ok,,,4,4,duafa_ibnjawzi; duafa_uqayli; kashif_dhahabi; mughni_duafa_dhahabi,عبد الله بن عيسى أبو خلف الخزاز بصري ⟂ عبد الله بن عيسى أبو خلف الخزاز عن ⟂ عبد الله بن عيسى أبو خلف البصري الخزاز ⟂ عبد الله بن عيسى الخزاز أبو خلف بصري,kashif_dhahabi: | mughni_duafa_dhahabi: | duafa_ibnjawzi: | duafa_uqayli:ج2/ص286
32554,عبد الله بن المؤمل المخزومي المكي يروي عن,798,canon,ok,150,السابعة,4,4,duafa_ibnjawzi; duafa_nasai; duafa_uqayli; kashif_dhahabi,عبد الله بن المؤمل المخزومي المكي عن ابن ⟂ عبد الله بن المؤمل المخزومي المكي يروي عن ⟂ عبد الله بن المؤمل المخزومي مكي ⟂ عبد الله بن المؤمل المكي ضعيف,kashif_dhahabi: | duafa_ibnjawzi: | duafa_uqayli:ج2/ص302 | duafa_nasai:
32640,عبد الحميد بن جعفر بن عبد الله الأنصاري,1040,canon,ok,153,السادسة,4,4,duafa_uqayli; kashif_dhahabi; siyar_dhahabi; tabaqat_ibnsad,عبد الحميد بن جعفر بن عبد الله الأنصاري ⟂ عبد الحميد بن جعفر ⟂ عبد الحميد بن جعفر الأنصاري,kashif_dhahabi: | siyar_dhahabi:ج7/ص20 | tabaqat_ibnsad:ج7/ص552 | duafa_uqayli:
32641,عبد الحميد بن حبيب بن أبي العشرين أبو سعيد,1178,canon,ok,,التاسعة,4,4,duafa_ibnjawzi; duafa_nasai; duafa_uqayli; kashif_dhahabi,عبد الحميد بن حبيب بن أبي العشرين كاتب ⟂ عبد الحميد بن حبيب بن أبي العشرين أبو ⟂ عبد الحميد بن حبيب بن أبي العشرين أبو سعيد ⟂ عبد الحميد بن حبيب بن أبي العشرين ليس بالقوي,kashif_dhahabi:ج1/ص614 | duafa_ibnjawzi: | duafa_uqayli:ج3/ص41 | duafa_nasai:
32645,عبد الحميد بن سالم عن أبي هريرة وعنه,,name,ok,,,4,4,duafa_uqayli; jami_tahsil_alai; kashif_dhahabi; mughni_duafa_dhahabi,عبد الحميد بن سالم عن أبي هريرة وعنه ⟂ عبد الحميد بن سالم عن أبي هريرة من ⟂ عبد الحميد بن سالم عن أبي هريرة ⟂ عبد الحميد بن سالم عن أبي هريرة حديث,kashif_dhahabi: | mughni_duafa_dhahabi: | duafa_uqayli:ج3/ص40 | jami_tahsil_alai:
32700,عبد الرحمن بن ثابت بن الصامت عن أبيه لينه البخاري,,name,ok,,,4,4,duafa_ibnjawzi; duafa_uqayli; kashif_dhahabi; mughni_duafa_dhahabi,عبد الرحمن بن ثابت بن الصامت الأنصاري عن ⟂ عبد الرحمن بن ثابت بن الصامت عن أبيه لينه البخاري ⟂ عبد الرحمن بن ثابت بن الصامت يروي عن ⟂ عبد الرحمن بن ثابت بن الصامت الأنصاري,kashif_dhahabi: | mughni_duafa_dhahabi: | duafa_ibnjawzi: | duafa_uqayli:ج2/ص325
32734,عبد الرحمن بن زياد بن أنعم الشعباني الإفريقي,51598,canon,ok,,,4,4,duafa_nasai; duafa_uqayli; jami_tahsil_alai; kashif_dhahabi,عبد الرحمن بن زياد بن أنعم الشعباني الإفريقي ⟂ عبد الرحمن بن زياد بن أنعم الإفريقي ⟂ عبد الرحمن بن زياد بن أنعم الأفريقي قال ⟂ عبد الرحمن بن زياد بن أنعم الإفريقي ضعيف,kashif_dhahabi:ج1/ص627 | duafa_uqayli:ج2/ص332 | jami_tahsil_alai:ج1/ص107 | duafa_nasai:
