tabaqa_order,tabaqa,tabaqa_basis,name_norm,display_name,n_books,n_entries,source_types,books,pages
8,٨ غير محدد,,احمد بن سعيد العسكري ابو الحارث,أحمد بن سعيد العسكري أبو الحارث,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,احمد بن عبد العزيز ابو حاتم الوراق,أحمد بن عبد العزيز أبو حاتم الوراق,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,احمد بن عبد الله,أحمد بن عبد الله,2,3,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص529
8,٨ غير محدد,,احمد بن علي الخصيبي,• أحمد بن علي الخصيبي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,lisan_mizan_ibnhajar:ج1/ص542
8,٨ غير محدد,,احمد بن علي النصيبي,أحمد بن علي النصيبي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,احمد بن علي بن الفرات الدمشقي,أحمد بن علي بن الفرات الدمشقي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,احمد بن علي بن سلمان ابو بكر المروزي,أحمد بن علي بن سلمان أبو بكر المروزي,3,3,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,احمد بن محمد الانصاري,أحمد بن محمد الأنصاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص59
8,٨ غير محدد,,احمد بن محمد بن حرب الملحمي الجرجاني,أحمد بن محمد بن حرب الملحمي الجرجاني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,احمد بن محمد بن هارون ابو جعفر البرقي,أحمد بن محمد بن هارون أبو جعفر البرقي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص57
8,٨ غير محدد,,احمد بن مروان الدينوري المالكي,أحمد بن مروان الدينوري المالكي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,احمد بن مقاتل الدهقان,أحمد بن مقاتل الدهقان,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,احمد بن هارون ابو جعفر البلدي,أحمد بن هارون أبو جعفر البلدي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,احمد بن هارون ويقال له حميد المصيصي,أحمد بن هارون ويقال له: حميد المصيصي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,ادم بن ابي اوفي,آدم بن أبي أوفى,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,ازهر بن سليمان الخراساني الكاتب,أزهر بن سليمان الخراساني الكاتب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,ازهر بن عبد الله,أزهر بن عبد الله,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
8,٨ غير محدد,,ازور بن غالب,أزور بن غالب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص118
8,٨ غير محدد,,اسحاق ابو الغصن,إسحاق أبو الغصن,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
8,٨ غير محدد,,اسحاق بن ابراهيم بن ابي بن نافع,إسحاق بن إبراهيم بن أبي بن نافع,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص68
8,٨ غير محدد,,اسحاق بن خالد,إسحاق بن خالد,2,4,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,اسحاق بن سعيد بن جبير,إسحاق بن سعيد بن جبير,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,اسحاق بن طلحه,إسحاق بن طلحة,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج4/ص368 | tabaqat_ibnsad:ج7/ص165
8,٨ غير محدد,,اسحاق بن عبد الله,إسحاق بن عبد الله,2,4,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص312 | tabaqat_ibnsad:ج7/ص494 | tabaqat_ibnsad:ج7/ص523
8,٨ غير محدد,,اسحاق بن محمد الفروي قال النسايي ليس بثقه,إسحاق بن محمد الفروي قال النسائي ليس بثقة,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
8,٨ غير محدد,,اسحاق بن محمشاد,إسحاق بن محمشاد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,اسد بن ابراهيم بن كليب السلمي الحراني القاضي,أسد بن إبراهيم بن كليب السلمي الحراني القاضي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,اسد بن عطا,أسد بن عطاء,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص23
8,٨ غير محدد,,اسد بن عمرو البجلي,أسد بن عمرو البجلي,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص333 | duafa_uqayli:ج1/ص24
8,٨ غير محدد,,اسراييل بن روح الساحلي,إسرائيل بن روح الساحلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,اسما بن الحكم الفزاري,أسماء بن الحكم الفزاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص261 | duafa_uqayli:ج1/ص106
8,٨ غير محدد,,اسماعيل بن ابراهيم القرشي,إسماعيل بن إبراهيم القرشي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص74
8,٨ غير محدد,,اسماعيل بن ابراهيم بن ميمون الصايغ,إسماعيل بن إبراهيم بن ميمون الصائغ,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,اسماعيل بن ابي بكر عن عبده بن ابي,إسماعيل بن أبي بكر عن عبدة بن أبي,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
8,٨ غير محدد,,اسماعيل بن اسحاق الجرجاني,إسماعيل بن إسحاق الجرجاني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص78
8,٨ غير محدد,,اسماعيل بن الحكم,إسماعيل بن الحكم,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,اسماعيل بن المثني,إسماعيل بن المثنى,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,اسماعيل بن اياس بن عفيف الكندي,إسماعيل بن إياس بن عفيف الكندي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص79
8,٨ غير محدد,,اسماعيل بن بشير بن سلمان الكوفي,إسماعيل بن بشير بن سلمان الكوفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص81
8,٨ غير محدد,,اسماعيل بن ثابت بن مجمع,إسماعيل بن ثابت بن مجمع,3,3,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص79 | duafa_uqayli:ج1/ص79
8,٨ غير محدد,,اسماعيل بن سليمان الرازي,إسماعيل بن سليمان الرازي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص82
8,٨ غير محدد,,اسماعيل بن شبيب الطايفي,إسماعيل بن شبيب الطائفي,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص82 | duafa_uqayli:ج1/ص83
8,٨ غير محدد,,اسماعيل بن شروس الصنعاني,إسماعيل بن شروس الصنعاني,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج1/ص84
8,٨ غير محدد,,اسماعيل بن عبد الله,إسماعيل بن عبد الله,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص323
8,٨ غير محدد,,اسماعيل بن موسي الانصاري,إسماعيل بن موسى الأنصاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,اسماعيل بن يوسف,إسماعيل بن يوسف,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,اسود بن عمران السكري,أسود بن عمران السكري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,اصبغ ابو بكر الشيباني,أصبغ أبو بكر الشيباني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص130
8,٨ غير محدد,,اصبغ بن سفيان الكلبي,أصبغ بن سفيان الكلبي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص130
8,٨ غير محدد,,اصرم بن غياث النيسابوري,أصرم بن غياث النيسابوري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص118
8,٨ غير محدد,,الاويسي عبد العزيز,الأويسي: عبد العزيز. [= 3393].,2,2,general (six-books); general/jarḥ+taʿdīl,kashif_dhahabi; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص494
8,٨ غير محدد,,الجرار عبد الاعلي بن ابي المساور,الجرار: عبد الأعلى بن أبي المساور. [= 3080].,2,2,general (six-books); general/jarḥ+taʿdīl,kashif_dhahabi; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص494
8,٨ غير محدد,,الحارث بن انعم,الحارث بن أنعم,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
8,٨ غير محدد,,الحارث بن زياد,الحارث بن زياد,3,3,biography/ṭabaqāt; general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص140
8,٨ غير محدد,,الحارث بن سريج النقال,الحارث بن سريج النقال,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحارث بن سعيد,الحارث بن سعيد,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج6/ص246
8,٨ غير محدد,,الحارث بن عيينه الحمصي,الحارث بن عيينة الحمصي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحارث بن محمد عن ابي الطفيل,الحارث بن محمد عن أبي الطفيل,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج1/ص211
8,٨ غير محدد,,الحارث بن هاني,الحارث بن هانئ,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج6/ص239
8,٨ غير محدد,,الحر بن هارون,الحر بن هارون,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسن بن ابي ايوب الكوفي,الحسن بن أبي أيوب الكوفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسن بن الحسين الرهاوي المقري,الحسن بن الحسين الرهاوي المقرىء,2,2,general/jarḥ+taʿdīl; ikhtilāṭ,ightibat_sibt_ibnajami; lisan_mizan_ibnhajar,
8,٨ غير محدد,,الحسن بن الحسين بن عاصم الهسنجاني,الحسن بن الحسين بن عاصم الهسنجاني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسن بن السكن,الحسن بن السكن,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص244
8,٨ غير محدد,,الحسن بن الفضل بن عمرو,الحسن بن الفضل بن عمرو,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسن بن رزين,الحسن بن رزين,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسن بن رشيق العسكري,الحسن بن رشيق العسكري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسن بن شبل,الحسن بن شبل,2,3,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسن بن شبيب المكتب,الحسن بن شبيب المكتب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسن بن علي الشروي عن عطا,الحسن بن علي الشروي عن عطاء,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج1/ص234
8,٨ غير محدد,,الحسن بن علي الهاشمي عن الاعرج,الحسن بن علي الهاشمي عن الأعرج,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج1/ص234
8,٨ غير محدد,,الحسن بن علي الهمداني,الحسن بن علي الهمداني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسن بن علي بن عاصم الواسطي,الحسن بن علي بن عاصم الواسطي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسن بن علي بن نعيم العبدي,الحسن بن علي بن نعيم العبدي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسن بن كثير,الحسن بن كثير,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
8,٨ غير محدد,,الحسن بن محمد بن ناقه الرزاز,الحسن بن محمد بن ناقة الرزاز,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسن بن مكي,الحسن بن مكي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسين بن ابي برده,الحسين بن أبي بردة,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسين بن القاسم الاصبهاني الزاهد,الحسين بن القاسم الأصبهاني الزاهد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص174
8,٨ غير محدد,,الحسين بن سليمان النحوي,الحسين بن سليمان النحوي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص171
8,٨ غير محدد,,الحسين بن عبيد الله التميمي,الحسين بن عبيد الله التميمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسين بن علوان الكلبي,الحسين بن علوان الكلبي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسين بن علي النخعي,الحسين بن علي النخعي,4,4,general/jarḥ+taʿdīl; ikhtilāṭ; jarḥ (ḍuʿafāʾ),ightibat_sibt_ibnajami; kawakib_nayyirat; lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسين بن علي بن نصر الطوسي,الحسين بن علي بن نصر الطوسي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,lisan_mizan_ibnhajar:ج3/ص199
8,٨ غير محدد,,الحسين بن محمد بن خسرو البلخي,الحسين بن محمد بن خسرو البلخي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحسين بن يحيي الحنايي,الحسين بن يحيى الحنائي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الحكم بن عمرو عن عمر بن عبد العزيز,الحكم بن عمرو عن عمر بن عبد العزيز,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
8,٨ غير محدد,,الخليل بن بحر ابو رجا,الخليل بن بحر أبو رجاء,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الدراوردي عبد العزيز,الدراوردي: عبد العزيز. [= 3401].,2,2,general (six-books); general/jarḥ+taʿdīl,kashif_dhahabi; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص495
8,٨ غير محدد,,الدولابي ابو بشر محمد بن احمد بن حماد,الدولابي: أبو بشر محمد بن أحمد بن حماد [6384],2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,lisan_mizan_ibnhajar:ج9/ص202 | siyar_dhahabi:ج14/ص309
8,٨ غير محدد,,الربيع بن النعمان,الربيع بن النعمان,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج4/ص319
8,٨ غير محدد,,الربيع بن مالك,الربيع بن مالك,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص228
8,٨ غير محدد,,الرياشي عباس بن الفرج,الرياشي: عباس بن الفرج. [= 2606],2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج12/ص372
8,٨ غير محدد,,الزبير بن الشعشاع,الزبير بن الشعشاع,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الزبير بن خربوذ,الزبير بن خربوذ,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
8,٨ غير محدد,,الصبي بن الاشعث السلولي,الصبي بن الأشعث السلولي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص306
8,٨ غير محدد,,الضحاك بن زيد الاهوازي,الضحاك بن زيد الأهوازي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص221
8,٨ غير محدد,,الضحاك بن عباد,الضحاك بن عباد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص220
8,٨ غير محدد,,الضحاك بن يسار بصري,الضحاك بن يسار بصري,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج2/ص218
8,٨ غير محدد,,العرباض بن ساريه السلمي,العرباض بن سارية السلمي,2,3,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج3/ص419 | tabaqat_ibnsad:ج5/ص165
8,٨ غير محدد,,العلا بن الحجاج,العلاء بن الحجاج 2,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
8,٨ غير محدد,,العلا بن عمرو الحنفي,العلاء بن عمرو الحنفي,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,duafa_uqayli:ج3/ص348
8,٨ غير محدد,,العلا بن ميمون,العلاء بن ميمون,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص346
8,٨ غير محدد,,العوام بن ابي العوام,العوام بن أبي العوام,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
8,٨ غير محدد,,الفضل بن العباس البصري,الفضل بن العباس البصري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص444
8,٨ غير محدد,,الفضل بن حرب البجلي,الفضل بن حرب البجلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص453
8,٨ غير محدد,,الفضل بن زياد,الفضل بن زياد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص454
8,٨ غير محدد,,الفضل بن سلام,الفضل بن سلام,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص454
8,٨ غير محدد,,الفضل بن صالح,الفضل بن صالح,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص451
8,٨ غير محدد,,الفضل بن يسار,الفضل بن يسار,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص447
8,٨ غير محدد,,الفطري محمد بن موسي,الفطري: محمد بن موسى. [= 5175].,2,2,general (six-books); general/jarḥ+taʿdīl,kashif_dhahabi; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص495
8,٨ غير محدد,,القاسم بن الفضل الحداني,القاسم بن الفضل الحداني,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص282 | duafa_uqayli:ج3/ص477
8,٨ غير محدد,,المخرمي عبد الله بن جعفر,المخرمي: عبد الله بن جعفر. [= 2666].,2,2,general (six-books); general/jarḥ+taʿdīl,kashif_dhahabi; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص495
8,٨ غير محدد,,المسعودي عبد الرحمن بن عبد الله,المسعودي: عبد الرحمن بن عبد الله. [= 3238].,2,2,general (six-books); general/jarḥ+taʿdīl,kashif_dhahabi; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص496
8,٨ غير محدد,,المسيب بن دارم,المسيب بن دارم,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص125
8,٨ غير محدد,,المسيب بن شريك ابو سعيد التميمي الشقري الكوفي,المسيب بن شريك أبو سعيد التميمي الشقري الكوفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
8,٨ غير محدد,,النضر بن معبد ابو قحذم,النضر بن معبد أبو قحذم,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص291
