tabaqa_order,tabaqa,tabaqa_basis,name_norm,display_name,n_books,n_entries,source_types,books,pages
1,١ الصحابة,text:صحابي,ابو بكر بن عبد الله بن محمد بن,أبو بكر بن عبد الله بن محمد بن,2,2,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,
1,١ الصحابة,text:صحابي,ابو رافع مولي رسول الله صلي الله عليه وسلم,أبو رافع مولى رسول الله -صلى الله عليه وسلم,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص16 | tabaqat_ibnsad:ج4/ص67
1,١ الصحابة,text:صحابي,ابو عنبه الخولاني,أبو عنبة الخولاني,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج3/ص433 | tabaqat_ibnsad:ج9/ص439
1,١ الصحابة,text:صحابي,اسماعيل بن اوسط البجلي,إسماعيل بن أوسط البجلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
1,١ الصحابة,text:صحابي,اسود بن خلف الحراني,أسود بن خلف الحراني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
1,١ الصحابة,text:صحابي,الحارث بن النعمان,الحارث بن النعمان,2,3,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,tabaqat_ibnsad:ج3/ص443 | tabaqat_ibnsad:ج4/ص320 | duafa_uqayli:ج1/ص214
1,١ الصحابة,arsanad:tabaqa,الحارث بن عمرو,الحارث بن عمرو,2,2,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج7/ص63
1,١ الصحابة,text:صحابي,المختار بن ابي عبيد الثقفي الكذاب,المختار بن أبي عبيد الثقفي الكذاب,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,siyar_dhahabi:ج3/ص538
1,١ الصحابة,arsanad:tabaqa,بلال بن رباح,بلال بن رباح,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج1/ص347 | tabaqat_ibnsad:ج3/ص213
1,١ الصحابة,text:صحابي,جاريه بن هرم ابو شيخ الفقيمي,جارية بن هرم أبو شيخ الفقيمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص203
1,١ الصحابة,text:صحابي,حزن بن نباته,حزن بن نباتة,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
1,١ الصحابة,text:صحابي,رقيه بنت رسول الله صلي الله عليه وسلم,رقية بنت رسول الله * -صلى الله عليه وسلم,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص250 | tabaqat_ibnsad:ج10/ص36
1,١ الصحابة,text:صحابي,سعيد بن زيد,سعيد بن زيد,2,3,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,tabaqat_ibnsad:ج3/ص352 | tabaqat_ibnsad:ج8/ص135
1,١ الصحابة,text:صحابي,سلام بن قيس,• سلام بن قيس,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,lisan_mizan_ibnhajar:ج4/ص101
1,١ الصحابة,text:صحابي,سليمان بن شهاب,سليمان بن شهاب,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص321
1,١ الصحابة,text:صحابي,عبد الرحمن بن ابي ليلي,عبد الرحمن بن أبي ليلى,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص229 | duafa_uqayli:ج2/ص337
1,١ الصحابة,text:صحابي,عبد الرحمن بن صفوان,عبد الرحمن بن صفوان,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص22
1,١ الصحابة,text:صحابي,عبد الرحمن بن ضباب الاشعري,عبد الرحمن بن ضباب الأشعري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص334
1,١ الصحابة,text:طبقة,عبد الرحمن بن مالك بن مغول,عبد الرحمن بن مالك بن مغول,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص345
1,١ الصحابة,text:صحابي,عبد الله بن زيد,عبد الله بن زيد,3,7,biography/ṭabaqāt; general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad; tarikh_kabir_bukhari,tarikh_kabir_bukhari:ج5/ص92 | tabaqat_ibnsad:ج3/ص497 | tabaqat_ibnsad:ج7/ص261 | tabaqat_ibnsad:ج7/ص592 | tabaqat_ibnsad:ج8/ص90
1,١ الصحابة,text:صحابي,عبد الله بن سهيل بن عمرو,عبد الله بن سهيل بن عمرو,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج1/ص193 | tabaqat_ibnsad:ج3/ص376
1,١ الصحابة,text:صحابي,عبد الله بن سيدان المطرودي,عبد الله بن سيدان المطرودي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص265
1,١ الصحابة,text:صحابي,عبد الله بن عمرو,عبد الله بن عمرو,2,9,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tarikh_kabir_bukhari:ج5/ص151 | tabaqat_ibnsad:ج2/ص321 | tabaqat_ibnsad:ج3/ص572 | tabaqat_ibnsad:ج4/ص369 | tabaqat_ibnsad:ج6/ص104 | tabaqat_ibnsad:ج7/ص67 | tabaqat_ibnsad:ج7/ص397 | tabaqat_ibnsad:ج8/ص43
1,١ الصحابة,text:صحابي,عبد الله بن عمرو بن الفغوا عن ابيه,عبد الله بن عمرو بن الفغواء عن أبيه,2,2,general (six-books); jarḥ (ḍuʿafāʾ),kashif_dhahabi; mughni_duafa_dhahabi,
1,١ الصحابة,text:صحابي,عبد الله بن عمرو بن لويم,عبد الله بن عمرو بن لويم,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,tarikh_kabir_bukhari:ج5/ص5
1,١ الصحابة,arsanad:tabaqa,عبد الله بن معاويه,عبد الله بن معاوية,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص481
1,١ الصحابة,text:صحابي,عبيد بن عمرو,عبيد بن عمرو,2,3,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج4/ص403 | tabaqat_ibnsad:ج8/ص342
1,١ الصحابة,arsanad:tabaqa,عطيه بن بسر,عطية بن بسر,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص356
1,١ الصحابة,text:صحابي,عقبه بن نافع,عقبة بن نافع,2,2,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج6/ص138
1,١ الصحابة,text:صحابي,عكاشه بن محصن,عكاشة بن محصن,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج3/ص86
1,١ الصحابة,text:صحابي,عمرو بن عثمان,عمرو بن عثمان,2,4,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج4/ص120 | tabaqat_ibnsad:ج7/ص149 | tabaqat_ibnsad:ج7/ص557
1,١ الصحابة,text:صحابي,قيس بن زيد,قيس بن زيد,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج6/ص253
1,١ الصحابة,text:صحابي,معن بن يزيد,معن بن يزيد,2,2,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج8/ص159
1,١ الصحابة,text:صحابي,معيقيب بن ابي فاطمه الدوسي,معيقيب بن أبي فاطمة الدوسي,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص491 | tabaqat_ibnsad:ج4/ص109
1,١ الصحابة,text:صحابي,يزيد بن زمعه,يزيد بن زمعة,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج4/ص113 | tabaqat_ibnsad:ج6/ص59
1,١ الصحابة,text:صحابي,يعلي بن مره,يعلى بن مرة,2,2,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج8/ص163
2,٢ كبار التابعين,text:وفاة,ابراهيم بن ابي الليث,إبراهيم بن أبي الليث,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص364
2,٢ كبار التابعين,text:وفاة,ابراهيم بن عبد الله بن السفرقع,إبراهيم بن عبد الله بن السفرقع,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
2,٢ كبار التابعين,text:وفاة,ابراهيم بن محمد بن ابي يحيي الاسلمي,إبراهيم بن محمد بن أبي يحيى الأسلمي,2,2,biography; tadlīs,siyar_dhahabi; tabaqat_mudallisin_ibnhajar,siyar_dhahabi:ج8/ص450
2,٢ كبار التابعين,text:وفاة,ابراهيم بن مهدي المصيصي,إبراهيم بن مهدي المصيصي,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,lisan_mizan_ibnhajar:ج9/ص251 | siyar_dhahabi:ج10/ص556
2,٢ كبار التابعين,text:وفاة,ابراهيم بن هشام بن يحيي بن يحيي الغساني,إبراهيم بن هشام بن يحيى بن يحيى الغساني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
2,٢ كبار التابعين,text:وفاة,ابو امامه الباهلي,أبو أمامة الباهلي,2,3,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج3/ص359 | tabaqat_ibnsad:ج6/ص211 | tabaqat_ibnsad:ج9/ص415
2,٢ كبار التابعين,text:وفاة,ابو ثعلبه الخشني,أبو ثعلبة الخشني,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص567 | tabaqat_ibnsad:ج9/ص419
2,٢ كبار التابعين,text:وفاة,ابو رجا العطاردي عمران بن ملحان,أبو رجاء العطاردي: عمران بن ملحان. [= 4275].,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج4/ص253
2,٢ كبار التابعين,text:وفاة,ابو زيد الهروي سعيد بن الربيع,أبو زيد الهروي: سعيد بن الربيع. [= 1882].,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج9/ص496
2,٢ كبار التابعين,text:وفاة,ابو عبد الرحمن السلمي عبد الله بن حبيب,أبو عبد الرحمن السلمي: عبد الله بن حبيب.,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج4/ص267
2,٢ كبار التابعين,text:وفاة,ابو عثمان النهدي عبد الرحمن بن مل,أبو عثمان النهدي: عبد الرحمن بن مل. [=,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج4/ص175
2,٢ كبار التابعين,text:وفاة,ابو عمران الجوني عبد الملك بن حبيب,أبو عمران الجوني: عبد الملك بن حبيب. [=,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج5/ص255
2,٢ كبار التابعين,text:وفاة,احمد بن ابي القاسم بن سنبله البغدادي,أحمد بن أبي القاسم بن سنبلة (1) البغدادي,3,3,ikhtilāṭ; jarḥ (ḍuʿafāʾ),ightibat_sibt_ibnajami; kawakib_nayyirat; mughni_duafa_dhahabi,kawakib_nayyirat:ج1/ص98
2,٢ كبار التابعين,text:وفاة,احمد بن ابي دواد القاضي,أحمد بن أبي دؤاد القاضي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
2,٢ كبار التابعين,text:وفاة,احمد بن حرب النيسابوري الزاهد,أحمد بن حرب النيسابوري الزاهد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
2,٢ كبار التابعين,text:وفاة,احمد بن عمران الاخنسي,أحمد بن عمران الأخنسي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص127
2,٢ كبار التابعين,text:وفاة,احمد بن محمد بن الحسن بن مقسم المقري,أحمد بن محمد بن الحسن بن مقسم المقرىء,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
2,٢ كبار التابعين,text:وفاة,احمد بن محمد بن سعيد بن عقده الحافظ ابو العباس,أحمد بن محمد بن سعيد بن عقدة الحافظ أبو العباس,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
2,٢ كبار التابعين,text:تابعي,اسحاق بن بشر ابو حذيفه البخاري,إسحاق بن بشر أبو حذيفة البخاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص69
2,٢ كبار التابعين,text:وفاة,اسماعيل بن عبد الرحمن,إسماعيل بن عبد الرحمن,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص422 | tabaqat_ibnsad:ج8/ص441
2,٢ كبار التابعين,text:وفاة,الافريقي عبد الرحمن بن زياد بن انعم,الإفريقي: عبد الرحمن بن زياد بن أنعم,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,lisan_mizan_ibnhajar:ج9/ص494 | siyar_dhahabi:ج6/ص411
2,٢ كبار التابعين,arsanad:tabaqa,الحارث بن قيس,الحارث بن قيس,2,4,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج3/ص547 | tabaqat_ibnsad:ج3/ص575 | tabaqat_ibnsad:ج8/ص287
2,٢ كبار التابعين,text:وفاة,العلا بن الحارث,العلاء بن الحارث,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,
2,٢ كبار التابعين,text:وفاة,العلا بن الحضرمي,العلاء بن الحضرمي,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج1/ص262 | tabaqat_ibnsad:ج5/ص276
2,٢ كبار التابعين,arsanad:death,القاسم بن محمد,القاسم بن محمد,3,3,biography/ṭabaqāt; general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad; tarikh_kabir_bukhari,lisan_mizan_ibnhajar:ج9/ص394 | tabaqat_ibnsad:ج7/ص186
2,٢ كبار التابعين,arsanad:death,ام كلثوم بنت رسول الله صلي الله عليه وسلم,أم كلثوم بنت رسول الله * -صلى الله عليه وسلم,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص252 | tabaqat_ibnsad:ج10/ص38
2,٢ كبار التابعين,text:وفاة,انس بن سيرين,أنس بن سيرين,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج4/ص622 | tabaqat_ibnsad:ج9/ص206
2,٢ كبار التابعين,text:وفاة,جعفر بن مبشر الثقفي,جعفر بن مبشر الثقفي,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,
2,٢ كبار التابعين,text:وفاة,خرشه بن الحر,خرشة بن الحر,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص268
2,٢ كبار التابعين,text:وفاة,زيد بن ابي انيسه,زيد بن أبي أنيسة,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص486
2,٢ كبار التابعين,text:وفاة,زيد بن يحيي البيع,زيد بن يحيى البيع,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
2,٢ كبار التابعين,text:وفاة,زينب بنت رسول الله صلي الله عليه وسلم,زينب بنت رسول الله * -صلى الله عليه وسلم,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص246 | tabaqat_ibnsad:ج10/ص31
2,٢ كبار التابعين,text:وفاة,سعيد بن ابي سعيد العيار الصوفي,سعيد بن أبي سعيد العيار الصوفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
2,٢ كبار التابعين,arsanad:death,سعيد بن نمران,سعيد بن نمران,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص205
2,٢ كبار التابعين,text:وفاة,سليمان بن حبيب المحاربي,سليمان بن حبيب المحاربي,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص459
2,٢ كبار التابعين,text:وفاة,سنان بن ابي سنان,سنان بن أبي سنان,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج3/ص88 | tabaqat_ibnsad:ج7/ص246
2,٢ كبار التابعين,text:وفاة,شريك بن عبد الله ابو عبد الله النخعي,شريك بن عبد الله أبو عبد الله النخعي,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج8/ص200
2,٢ كبار التابعين,text:وفاة,شعيب بن طلحه,شعيب بن طلحة,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص583
2,٢ كبار التابعين,text:وفاة,شعيب بن عبد الله,شعيب بن عبد الله,2,3,general/jarḥ+taʿdīl; tadlīs,lisan_mizan_ibnhajar; tabaqat_mudallisin_ibnhajar,tabaqat_mudallisin_ibnhajar:ج0/ص38
2,٢ كبار التابعين,text:وفاة,صدقه بن الحسين البغدادي الحنبلي الناسخ,صدقة بن الحسين البغدادي الحنبلي الناسخ,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
2,٢ كبار التابعين,text:وفاة,عاصم بن سليمان الاحول,عاصم بن سليمان الأحول,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص255 | duafa_uqayli:ج3/ص336
2,٢ كبار التابعين,text:وفاة,عاصم بن عمر بن قتاده بن النعمان الظفري,عاصم بن عمر بن قتادة بن النعمان الظفري,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج5/ص240
2,٢ كبار التابعين,arsanad~:death,عامر بن عبد الله بن مسعود ابو عبيده,عامر بن عبد الله بن مسعود أبو عبيدة,2,2,general (six-books); marāsīl/connection,jami_tahsil_alai; kashif_dhahabi,kashif_dhahabi:ج1/ص523
2,٢ كبار التابعين,arsanad~:tabaqa,عبد الرحمن بن عبد الله بن عتبه بن,عبد الرحمن بن عبد الله بن عتبة بن,2,2,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,
2,٢ كبار التابعين,arsanad~:tabaqa,عبد الرحمن بن عبد الله بن عطيه,عبد الرحمن بن عبد الله بن عطية,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص340
2,٢ كبار التابعين,text:وفاة,عبد العزيز بن ابي حازم,عبد العزيز بن أبي حازم,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص602
2,٢ كبار التابعين,text:وفاة,عبد العزيز بن مسلم القسملي,عبد العزيز بن مسلم القسملي,2,2,biography; jarḥ (ḍuʿafāʾ),duafa_uqayli; siyar_dhahabi,siyar_dhahabi:ج8/ص192 | duafa_uqayli:ج3/ص17
2,٢ كبار التابعين,text:وفاة,عبد الله بن بريده بن الحصيب الاسلمي,عبد الله بن بريدة بن الحصيب الأسلمي,3,3,biography; biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج5/ص50 | tabaqat_ibnsad:ج9/ص220
2,٢ كبار التابعين,arsanad:tabaqa,عبد الله بن سلمه,عبد الله بن سلمة,3,5,biography/ṭabaqāt; general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج3/ص434 | tabaqat_ibnsad:ج8/ص236
2,٢ كبار التابعين,arsanad~:death,عبد الله بن عمر بن حفص بن عاصم,عبد الله بن عمر بن حفص بن عاصم,2,2,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,kashif_dhahabi:ج1/ص576
2,٢ كبار التابعين,text:وفاة,عثمان بن عبد الله,عثمان بن عبد الله,2,3,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج7/ص240 | tabaqat_ibnsad:ج7/ص568
2,٢ كبار التابعين,text:وفاة,عطا بن ابي ميمونه,عطاء بن أبي ميمونة,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج6/ص47 | tabaqat_ibnsad:ج9/ص244
2,٢ كبار التابعين,text:وفاة,علي بن عبد الحميد,علي بن عبد الحميد,3,3,biography/ṭabaqāt; general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad; tarikh_kabir_bukhari,
2,٢ كبار التابعين,text:وفاة,عمر بن صهبان,عمر بن صهبان,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص567 | duafa_uqayli:ج3/ص173
2,٢ كبار التابعين,text:وفاة,عمران بن حدير السدوسي,عمران بن حدير السدوسي,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج6/ص363 | tabaqat_ibnsad:ج9/ص270
2,٢ كبار التابعين,text:تابعي,عمران بن ميثم,عمران بن ميثم,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص306
2,٢ كبار التابعين,arsanad:tabaqa,عمرو بن الحارث,عمرو بن الحارث,2,4,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج4/ص199
2,٢ كبار التابعين,text:وفاة,عوف بن ابي جميله الاعرابي,عوف بن أبي جميلة الأعرابي,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص257
2,٢ كبار التابعين,arsanad:death,فاطمه بنت رسول الله صلي الله عليه وسلم,فاطمة بنت رسول الله ** -صلى الله عليه وسلم,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص118 | tabaqat_ibnsad:ج10/ص20
2,٢ كبار التابعين,text:وفاة,محمد بن احمد بن الحسن الجرجاني,محمد بن أحمد بن الحسن الجرجاني,2,2,ikhtilāṭ,ightibat_sibt_ibnajami; kawakib_nayyirat,kawakib_nayyirat:ج1/ص410
2,٢ كبار التابعين,text:وفاة,محمد بن الحسن بن كوثر ابو بحر البربهاري,محمد بن الحسن بن كوثر أبو بحر البربهاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
2,٢ كبار التابعين,text:وفاة,محمد بن زهير ابو يعلي الابلي,محمد بن زهير أبو يعلى الأبلى,3,3,general/jarḥ+taʿdīl; ikhtilāṭ,ightibat_sibt_ibnajami; kawakib_nayyirat; lisan_mizan_ibnhajar,kawakib_nayyirat:ج1/ص418
2,٢ كبار التابعين,text:وفاة,محمد بن علي بن عطيه ابو طالب المكي الزاهد الواعظ صاحب القوت,"محمد بن علي بن عطية أبو طالب المكي الزاهد الواعظ صاحب ""القوت""",2,2,general/jarḥ+taʿdīl; ikhtilāṭ,ightibat_sibt_ibnajami; lisan_mizan_ibnhajar,
2,٢ كبار التابعين,text:وفاة,محمد بن عمر,محمد بن عمر,2,4,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص323 | tabaqat_ibnsad:ج7/ص473 | tabaqat_ibnsad:ج7/ص603
2,٢ كبار التابعين,arsanad~:tabaqa,مطرف بن عبد الله بن الشخير الحرشي العامري,مطرف بن عبد الله بن الشخير الحرشي العامري,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج4/ص187
2,٢ كبار التابعين,text:وفاة,هشام بن عبيد الله الرازي,هشام بن عبيد الله الرازي,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,siyar_dhahabi:ج10/ص446
2,٢ كبار التابعين,arsanad:tabaqa,وايل بن مهانه,وائل بن مهانة,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,lisan_mizan_ibnhajar:ج9/ص443 | tabaqat_ibnsad:ج8/ص322
2,٢ كبار التابعين,text:وفاة,يحيي بن ابي كثير,يحيى بن أبي كثير,2,2,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tarikh_kabir_bukhari:ج8/ص301 | tabaqat_ibnsad:ج8/ص116
