name_norm,display_name,n_books,n_entries,source_types,books,pages
س قدامه بن محمد المدني عن ابيه ومخرمه بن بكير جرحه ابن حبان ومشاه غيره,س / قدامة بن محمد المدني عن أبيه ومخرمة بن بكير جرحه ابن حبان ومشاه غيره,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قدامه بن النعمان عن الزهري لا اعرفه والخبر باطل مظلم السند اليه,قدامة بن النعمان عن الزهري لا أعرفه والخبر باطل مظلم السند إليه,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
د س قدامه بن وبره عن سمره لا يعرف وقال خ لم يصح سماعه منه,د س / قدامة بن وبرة عن سمرة لا يعرف وقال خ لم يصح سماعه منه,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
د ت س قران بن تمام عن التابعين مشهور وثقه احمد وقال ابو حاتم لين وقال ابن سعد في الطبقات منهم من يستضعفه,د ت س / قران بن تمام عن التابعين مشهور وثقه أحمد وقال أبو حاتم لين وقال ابن سعد في الطبقات منهم من يستضعفه,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قران بن محمد الفزاري من شيوخ الواقدي مجهول,قران بن محمد الفزاري من شيوخ الواقدي مجهول,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
د س ق قرثع الضبي عن سلمان الفارسي ذكره ابن حبان في الضعفا,د س ق / قرثع الضبي عن سلمان الفارسي ذكره ابن حبان في الضعفاء,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قرصافه عن عايشه وعنها سماك قال احمد بن حنبل خبر منكر ولا تعرف,قرصافة عن عائشة وعنها سماك قال أحمد بن حنبل خبر منكر ولا تعرف,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قرط بن حريث الباهلي قال ابن معين كتبنا عنه فدعانا الي القدر وقال نزهوا الله عن هذه المعاصي,قرط بن حريث الباهلي قال ابن معين كتبنا عنه فدعانا إلى القدر وقال نزهوا الله عن هذه المعاصي,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
س قرظه عن عكرمه لم يرو عنه غير اسراييل,س / قرظة عن عكرمة لم يرو عنه غير إسرائيل,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
س قره بن بشر عن ابي برده لا يعرف,س / قرة بن بشر عن أبي بردة لا يعرف,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قره بن سليمان عن هشام بن حسان قال ابو حاتم ضعيف الحديث,قرة بن سليمان عن هشام بن حسان قال أبو حاتم ضعيف الحديث,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قره بن ابي الصهبا شيخ لمعتمر بن سليمان قال ابن معين لا نعرفه,قرة بن أبي الصهباء شيخ لمعتمر بن سليمان قال ابن معين لا نعرفه,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
عه قره بن عبد الرحمن بن حيويل مشهور قال احمد منكر الحديث جدا وقال ابو حاتم ليس بقوي وذكره مسلم في الشواهد,عه / قرة بن عبد الرحمن بن حيويل مشهور قال أحمد منكر الحديث جدا وقال أبو حاتم ليس بقوي وذكره مسلم في الشواهد,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قره العجلي عن عبد الملك بن القعقاع قال ابن معين لا شي,قرة العجلي عن عبد الملك بن القعقاع قال ابن معين لا شيء,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
خ م قريش بن انس عن ابن عون وثقه ابن معين ويقال تغير قبل موته جرحه ابن حبان وقال النسايي تغير قبل موته بست سنين,خ م / قريش بن أنس عن ابن عون وثقه ابن معين ويقال تغير قبل موته جرحه ابن حبان وقال النسائي تغير قبل موته بست سنين,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قرين بن سهل عن ابيه عن ابن ابي ذيب قال الازدي كذاب,قرين بن سهل عن أبيه عن ابن أبي ذئب قال الأزدي كذاب,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
ت ق قزعه بن سويد بن حجير الباهلي ضعفه النسايي وقال ابو حاتم لا يحتج به,ت ق / قزعة بن سويد بن حجير الباهلي ضعفه النسائي وقال أبو حاتم لا يحتج به,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
د قشير بن عمرو روي عنه داود بن ابي هند قال الدارقطني مجهول قلت وروي عنه النضر بن مخراق,د / قشير بن عمرو روى عنه داود بن أبي هند قال الدارقطني مجهول قلت وروى عنه النضر بن مخراق,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قطبه بن العلا بن المنهال الغنوي عن الثوري ضعفه النسايي وقال ابو حاتم لا يحتج به,قطبة بن العلاء بن المنهال الغنوي عن الثوري ضعفه النسائي وقال أبو حاتم لا يحتج به,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
س قطن بن ابراهيم القشيري عن حفص بن عبد الله له حديث ينكر وهو صدوق اعرض مسلم عن اخراج حديثه في الصحيح,س / قطن بن إبراهيم القشيري عن حفص بن عبد الله له حديث ينكر وهو صدوق أعرض مسلم عن إخراج حديثه في الصحيح,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قطن بن سعير بن الخمس قال يحيي بن معين رجل سو,قطن بن سعير بن الخمس قال يحيى بن معين رجل سوء,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قطن بن صالح الدمشقي عن ابن جريج قال الازدي كذاب,قطن بن صالح الدمشقي عن ابن جريج قال الأزدي كذاب,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
م د قطن بن نسير الغبري من شيوخ مسلم قال ابن عدي يسرق الحديث,م د / قطن بن نسير الغبري من شيوخ مسلم قال ابن عدي يسرق الحديث,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قطن ابو الهيثم قال الدارقطني ليس بذاك,قطن أبو الهيثم قال الدارقطني ليس بذاك,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قنان بن عبد الله النهمي عن التابعين قال النسايي ليس بالقوي,قنان بن عبد الله النهمي عن التابعين قال النسائي ليس بالقوي,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
ع قيس بن ابي حازم ثقه جبل كاد ان يكون صحابيا وثقه ابن معين والناس وقال علي بن عبد الله عن يحيي بن سعيد منكر الحديث ثم سمي له احاديث استغربها فما صنع شييا بل هي ثابته منها حديث كلاب الحواب وقال يعقوب بن شيبه متقن تكلم فيه اصحابنا ومنهم من جعل الحديث عنه من اصح الاسانيد وقال ابن ابي خالد كان ثبتا وقد كبر حتي جاز المايه وخرف,ع / قيس بن أبي حازم ثقة جبل كاد أن يكون صحابيا وثقه ابن معين والناس وقال علي بن عبد الله عن يحيى بن سعيد منكر الحديث ثم سمى له أحاديث استغربها فما صنع شيئا بل هي ثابتة منها حديث كلاب الحوأب وقال يعقوب بن شيبة متقن تكلم فيه أصحابنا ومنهم من جعل الحديث عنه من أصح الأسانيد وقال ابن أبي خالد كان ثبتا وقد كبر حتى جاز المائة وخرف,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قيس بن حصين الكعبي مجهول بيض له ابن حاتم,قيس بن حصين الكعبي مجهول بيض له ابن حاتم,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قيس بن الربيع تابعي له حديث انكر عليه,قيس بن الربيع تابعي له حديث أنكر عليه,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
د ت ق قيس بن الربيع الاسدي الكوفي صدوق سي الحفظ وكان شعبه يثني عليه وقال ابو حاتم محله الصدق وليس بقوي وقال ابن معين وغيره ليس بشي وقال ابن عدي عامه رواياته مستقيمه,د ت ق / قيس بن الربيع الأسدي الكوفي صدوق سيء الحفظ وكان شعبة يثني عليه وقال أبو حاتم محله الصدق وليس بقوي وقال ابن معين وغيره ليس بشيء وقال ابن عدي عامة رواياته مستقيمة,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
ق قيس بن رومي عن علقمه ما روي عنه سوي سليمان بن يسير,ق / قيس بن رومي عن علقمة ما روى عنه سوى سليمان بن يسير,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قيس بن سالم عن ابي امامه بن سهل تفرد عنه بخبر غريب وما هو بالمعروف,قيس بن سالم عن أبي أمامة بن سهل تفرد عنه بخبر غريب وما هو بالمعروف,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قيس بن تميم الكلابي عرف باشج ركابي امير المومنين علي دجال زعم في سنه اثنتي عشره وخمسمايه انه لقي النبي صلي الله عليه وسلم بعد وقعه بدر وانه سمع منه فذكر من شم الورد ولم يصل علي فقد جفاني وعنه محمد بن اسحاق الحمدوني السرخسي,قيس بن تميم الكلابي عرف بأشج ركابي أمير المؤمنين علي دجال زعم في سنة اثنتي عشرة وخمسمائة أنه لقي النبي صلى الله عليه وسلم بعد وقعة بدر وانه سمع منه فذكر من شم الورد ولم يصل علي فقد جفاني وعنه محمد بن إسحاق الحمدوني السرخسي,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
عه قيس بن طلق بن علي الحنفي عن ابيه ضعفه احمد ويحيي في روايه وقال في روايه عثمان الدارمي ثقه ووثقه العجلي وغيره,عه / قيس بن طلق بن علي الحنفي عن أبيه ضعفه أحمد ويحيى في رواية وقال في رواية عثمان الدارمي ثقة ووثقه العجلي وغيره,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
عه قيس بن عبايه عن ابن عبد الله مغفل صدوق تكلم فيه بعضهم بلا حجه,عه / قيس بن عباية عن ابن عبد الله مغفل صدوق تكلم فيه بعضهم بلا حجة,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قيس بن عبد الله عن الضحاك بن عثمان قال الازدي ضعيف مجهول,قيس بن عبد الله عن الضحاك بن عثمان قال الأزدي ضعيف مجهول,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قيس بن كعب عن معن بن عبد الرحمن قال الازدي ايضا ضعيف مجهول,قيس بن كعب عن معن بن عبد الرحمن قال الأزدي أيضا ضعيف مجهول,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
قيس بن مينا عن سلمان الفارسي علي وصيي وهذا كذب,قيس بن ميناء عن سلمان الفارسي علي وصيي وهذا كذب,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
ق قيس ابو عماره عن عبد الله بن ابي بكر بن حزم لا يصح حديثه,ق / قيس أبو عمارة عن عبد الله بن أبي بكر بن حزم لا يصح حديثه,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
كادح بن جعفر عن ابن لهيعه قال ابو حاتم صدوق وقال الازدي ضعيف زايغ,كادح بن جعفر عن ابن لهيعة قال أبو حاتم صدوق وقال الأزدي ضعيف زائغ,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
كادح بن رحمه الزاهد عن الثوري قال الازدي وغيره كذاب,كادح بن رحمة الزاهد عن الثوري قال الأزدي وغيره كذاب,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
كامل بن طلحه الجحدري قال ابو داود رميت بكتبه وقال احمد ما اعلم احدا يدفعه بحجه وقال ابن معين ليس بشي وقال ابو حاتم وغيره لا باس به,كامل بن طلحة الجحدري قال أبو داود رميت بكتبه وقال أحمد ما أعلم أحدا يدفعه بحجة وقال ابن معين ليس بشيء وقال أبو حاتم وغيره لا بأس به,1,1,jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi,
