display_name,name_norm,n_books,n_entries,source_types,books,pages
محمد بن زياد,محمد بن زياد,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
محمد بن سالم,محمد بن سالم,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
محمد بن سلمة بن كهيل,محمد بن سلمه بن كهيل,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص79
محمد بن أبي سلمة المكي,محمد بن ابي سلمه المكي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص79
محمد بن سليمان بن سليط الأنصاري السالمي,محمد بن سليمان بن سليط الانصاري السالمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص74
محمد بن صدقة الفدكي,محمد بن صدقه الفدكي,2,2,general/jarḥ+taʿdīl; tadlīs,lisan_mizan_ibnhajar; tabaqat_mudallisin_ibnhajar,
محمد بن صفوان,محمد بن صفوان,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
محمد بن طهمان,محمد بن طهمان,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
محمد بن عبد الرحمن بن عمرو,محمد بن عبد الرحمن بن عمرو,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
محمد بن عطية بن سعد العوفي,محمد بن عطيه بن سعد العوفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص113
"محمد بن علي بن عطية أبو طالب المكي الزاهد الواعظ صاحب ""القوت""",محمد بن علي بن عطيه ابو طالب المكي الزاهد الواعظ صاحب القوت,2,2,general/jarḥ+taʿdīl; ikhtilāṭ,ightibat_sibt_ibnajami; lisan_mizan_ibnhajar,
محمد بن كثير,محمد بن كثير,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص495
محمد بن محصن الحراني,محمد بن محصن الحراني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص142
محمد بن مروان الواسطي,محمد بن مروان الواسطي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
محمد بن أبي مريم الطائفي,محمد بن ابي مريم الطايفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
"محمد بن مسلم , شيخ لابن إسحاق",محمد بن مسلم شيخ لابن اسحاق,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
محمد بن مسلمة الأنصاري,محمد بن مسلمه الانصاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص140
محمد بن المنذر,محمد بن المنذر,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص446
محمد بن مهران,محمد بن مهران,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص142
محمد بن يحيى الحجري,محمد بن يحيي الحجري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص148
محمد بن يزيد بن صيفي بن صهيب,محمد بن يزيد بن صيفي بن صهيب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص146
محمد بن يزيد بن أبي زياد,محمد بن يزيد بن ابي زياد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص147
مخارق بن ميسرة,مخارق بن ميسره,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص229
المختار بن أبي عبيد الثقفي الكذاب,المختار بن ابي عبيد الثقفي الكذاب,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,siyar_dhahabi:ج3/ص538
مرجى بن وداع الراسبي,مرجي بن وداع الراسبي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص266
مسروح أبو شهاب,مسروح ابو شهاب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص247
مسرور بن سعيد,مسرور بن سعيد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص256
مسعدة بن اليسع الباهلي,مسعده بن اليسع الباهلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص245
مسلم بن عمر أبو عازب,مسلم بن عمر ابو عازب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص152
مسلمة بن جعفر,مسلمه بن جعفر,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
مسمع بن عاصم,مسمع بن عاصم,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
مسمع بن محمد الأشعري,مسمع بن محمد الاشعري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص246
المسيب بن دارم,المسيب بن دارم,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص125
المسيب بن شريك أبو سعيد التميمي الشقري الكوفي,المسيب بن شريك ابو سعيد التميمي الشقري الكوفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
مصعب بن سعيد أبو خيثمة المصيصي,مصعب بن سعيد ابو خيثمه المصيصي,2,2,general/jarḥ+taʿdīl; tadlīs,lisan_mizan_ibnhajar; tabaqat_mudallisin_ibnhajar,
مصعب بن مصعب بن عبد الرحمن بن عوف,مصعب بن مصعب بن عبد الرحمن بن عوف,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
مصعب بن نوح,مصعب بن نوح,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
مضر بن نوح السلمي,مضر بن نوح السلمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص258
مطرف بن مازن الصنعاني,مطرف بن مازن الصنعاني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص216
معاذ بن محمد الأنصاري,معاذ بن محمد الانصاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص202
معاذ بن محمد الهذلي,معاذ بن محمد الهذلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص200
معاذ بن ياسين الزيات,معاذ بن ياسين الزيات,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص201
معمر بن زائدة,معمر بن زايده,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص206
معمر بن عبد الله الأنصاري,معمر بن عبد الله الانصاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص207
مفضل بن صدقة أبو حماد الحنفي,مفضل بن صدقه ابو حماد الحنفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
مورق بن سخيت,مورق بن سخيت,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص259
موسى بن أسيد,موسي بن اسيد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
موسى بن جعفر الأنصاري,موسي بن جعفر الانصاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص155
نصر بن جميل,نصر بن جميل,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص299
النضر بن معبد أبو قحذم,النضر بن معبد ابو قحذم,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص291
نعيم بن عمر القديدي,نعيم بن عمر القديدي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
نعيم بن مورع [بن توبة العنبري],نعيم بن مورع بن توبه العنبري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص294
نوح بن طلحة بن عبد الله بن عبد الرحمن بن أبي بكر الصديق,نوح بن طلحه بن عبد الله بن عبد الرحمن بن ابي بكر الصديق,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص303
هاشم بن عبد الله,هاشم بن عبد الله,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص407
هاشم بن محمد الربعي,هاشم بن محمد الربعي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص344
هانىء بن الحارث,هاني بن الحارث,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج6/ص242
هانىء بن خالد,هاني بن خالد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص364
هشام بن عبيد الله الرازي,هشام بن عبيد الله الرازي,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,siyar_dhahabi:ج10/ص446
هشام بن نجيح,هشام بن نجيح,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
الهيثم بن الأشعث,الهيثم بن الاشعث,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص351
الهيثم بن بدر الضبي,الهيثم بن بدر الضبي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص350
الهيثم بن الحسين العقيلي,الهيثم بن الحسين العقيلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص357
الهيثم بن رزيق المالكي,الهيثم بن رزيق المالكي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص354
الهيثم بن عبد الغفار الطائي,الهيثم بن عبد الغفار الطايي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
وضاح بن خيثمة,وضاح بن خيثمه,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص328
الوليد بن أبي زينب,الوليد بن ابي زينب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
الوليد بن عيسى أبو وهب,الوليد بن عيسي ابو وهب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص315
الوليد بن كريز,الوليد بن كريز,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص316
الوليد بن موسى الدمشقي,الوليد بن موسي الدمشقي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص321
ياسين بن معاذ الزيات [أبو خلف],ياسين بن معاذ الزيات ابو خلف,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص464
يحيى بن جعفر السراج,يحيي بن جعفر السراج,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
يحيى بن الحارث,يحيي بن الحارث,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص467
يحيى بن خالد,يحيي بن خالد,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص593
يحيى بن سعيد بن سالم القداح,يحيي بن سعيد بن سالم القداح,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص404
يحيى بن سليمان,يحيي بن سليمان,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
يحيى بن صالح الأيلي,يحيي بن صالح الايلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص409
يحيى بن عقبة بن أبي العيزار [أبو القاسم],يحيي بن عقبه بن ابي العيزار ابو القاسم,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
يحيى بن غالب العبشمي,يحيي بن غالب العبشمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص423
يحيى بن مالك بن أنس الأصبحي,يحيي بن مالك بن انس الاصبحي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص425
يحيى بن نصر بن حاجب القرشي,يحيي بن نصر بن حاجب القرشي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص433
يزيد بن بزيع,يزيد بن بزيع,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص375
يزيد بن حصين بن نمير,يزيد بن حصين بن نمير,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
يزيد بن روح اللخمي,يزيد بن روح اللخمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
يزيد بن شداد,يزيد بن شداد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
يزيد بن شراحيل,يزيد بن شراحيل,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
يزيد (بن عمر,يزيد بن عمر,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
يزيد بن عوانة الكلبي,يزيد بن عوانه الكلبي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص388
يزيد بن مروان الخلال,يزيد بن مروان الخلال,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
يعقوب بن إبراهيم النيلي,يعقوب بن ابراهيم النيلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص444
يعقوب بن مسعود,يعقوب بن مسعود,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
يمان بن معن المدني,يمان بن معن المدني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
يونس بن مسلم,يونس بن مسلم,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
• أبو جعفر الترمذي: محمد بن أحمد بن نصر [6401],ابو جعفر الترمذي محمد بن احمد بن نصر,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,lisan_mizan_ibnhajar:ج9/ص38 | siyar_dhahabi:ج13/ص545
• أبو خليفة: الفضل بن الحباب الجمحي [6042],ابو خليفه الفضل بن الحباب الجمحي,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,lisan_mizan_ibnhajar:ج9/ص62 | siyar_dhahabi:ج14/ص7
أبو شعيب الحراني: عبد الله بن الحسن [4197],ابو شعيب الحراني عبد الله بن الحسن,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,lisan_mizan_ibnhajar:ج9/ص94 | siyar_dhahabi:ج13/ص536
البغوي: عبد الله بن محمد بن عبد العزيز [4409],البغوي عبد الله بن محمد بن عبد العزيز,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,lisan_mizan_ibnhajar:ج9/ص198 | siyar_dhahabi:ج14/ص440
الدولابي: أبو بشر محمد بن أحمد بن حماد [6384],الدولابي ابو بشر محمد بن احمد بن حماد,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,lisan_mizan_ibnhajar:ج9/ص202 | siyar_dhahabi:ج14/ص309
"س , إبراهيم بن أبي العباس السامري",س ابراهيم بن ابي العباس السامري,2,2,general/jarḥ+taʿdīl; ikhtilāṭ,ightibat_sibt_ibnajami; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص249 | ightibat_sibt_ibnajami:ج1/ص47
إبراهيم بن مهدي المصيصي,ابراهيم بن مهدي المصيصي,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,lisan_mizan_ibnhajar:ج9/ص251 | siyar_dhahabi:ج10/ص556
أسماء بن الحكم الفزاري,اسما بن الحكم الفزاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص261 | duafa_uqayli:ج1/ص106
"د ق , أصبغ , مولى عمرو بن حريث",د ق اصبغ مولي عمرو بن حريث,2,2,general/jarḥ+taʿdīl; ikhtilāṭ,ightibat_sibt_ibnajami; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص262
"باذام أبو صالح , مولى أم هانىء",باذام ابو صالح مولي ام هاني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص265
بجير بن أبي بجير,بجير بن ابي بجير,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,lisan_mizan_ibnhajar:ج9/ص265 | tabaqat_ibnsad:ج3/ص483
بكير بن عامر البجلي,بكير بن عامر البجلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص269
حكيم بن حكيم بن عباد بن حنيف -,حكيم بن حكيم بن عباد بن حنيف,2,2,general (six-books); general/jarḥ+taʿdīl,kashif_dhahabi; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص287
حمزة بن محمد بن حمزة بن عمرو الأسلمي,حمزه بن محمد بن حمزه بن عمرو الاسلمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,lisan_mizan_ibnhajar:ج9/ص290
خالد بن سلمة الفأفاء المخزومي,خالد بن سلمه الفافا المخزومي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص293
"د س , خطاب بن القاسم , أبو عمر , قاضي حران",د س خطاب بن القاسم ابو عمر قاضي حران,2,2,general/jarḥ+taʿdīl; ikhtilāṭ,ightibat_sibt_ibnajami; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص295
الزبير بن عثمان بن عبد الله بن سراقة,الزبير بن عثمان بن عبد الله بن سراقه,2,2,general (six-books); general/jarḥ+taʿdīl,kashif_dhahabi; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج9/ص303
